community_detector,used_communities,algorithm_rec,test_size,split_id,rmse,mse,mae
Louvain,3.0,SlopeOne,0.01,4,1.5047286996591878,2.26420845957803,1.227249396281763
Paris,1.0,NormalPredictor,0.01,4,1.48774854901763,2.213395745104064,1.1841480688112478
Paris,2.0,NormalPredictor,0.01,4,1.5280543607632955,2.3349501294477233,1.2190381016921068
Paris,3.0,NormalPredictor,0.01,4,1.5236740645854403,2.3215826550903165,1.2147392014425384
Paris,1.0,SVD,0.01,4,1.2655325667035797,1.6015726773873502,1.043294749187679
Paris,2.0,SVD,0.01,4,1.275936038771397,1.628012775035644,1.0514434897183278
Paris,3.0,SVD,0.01,4,1.2644486204806777,1.5988303138354891,1.040927797917617
Paris,1.0,k-NN,0.01,4,1.4687773470797345,2.157306895294583,1.1962192272433818
Paris,2.0,k-NN,0.01,4,1.4908568129105064,2.2226540366016727,1.210797211477831
Paris,3.0,k-NN,0.01,4,1.481889466147397,2.195996389878617,1.2026084836978284
Paris,1.0,NMF,0.01,4,1.4957373490544803,2.237230217356524,1.223271214043973
Paris,2.0,NMF,0.01,4,1.5198055113222317,2.30980879224543,1.241855408284339
Paris,3.0,NMF,0.01,4,1.5165048716301188,2.299787025677883,1.237071751981655
Paris,1.0,Co-Clustering,0.01,4,1.505821463526204,2.267498280016199,1.232278583765926
Paris,2.0,Co-Clustering,0.01,4,1.524699010813035,2.324707073574247,1.2479108190894437
Paris,3.0,Co-Clustering,0.01,4,1.5162703812245388,2.2990758689788082,1.2393942385006298
Paris,1.0,SlopeOne,0.01,4,1.5001135793915015,2.250340751074783,1.2299798717451365
Paris,2.0,SlopeOne,0.01,4,1.50298437854493,2.2589620421500896,1.23430925983405
Paris,3.0,SlopeOne,0.01,4,1.4966146486215701,2.2398554064686658,1.2268204522472963
Not-Applicable,,NormalPredictor,0.01,5,1.5130119083393168,2.289205034776581,1.2114226955751313
Not-Applicable,,SVD,0.01,5,0.9147834216315465,0.8368287084919198,0.7136100038765337
Not-Applicable,,k-NN,0.01,5,0.9528701468740225,0.9079615168037212,0.7474356731555772
Not-Applicable,,NMF,0.01,5,0.9341987380401597,0.872727282155827,0.7342036469769855
Not-Applicable,,Co-Clustering,0.01,5,0.9565452181045928,0.914978754278763,0.7484760732207988
Not-Applicable,,SlopeOne,0.01,5,0.9299112029818138,0.8647348454310841,0.728412752979886
Louvain,1.0,NormalPredictor,0.01,5,1.5278699170867311,2.3343864835386148,1.2362416287023852
Louvain,2.0,NormalPredictor,0.01,5,1.5276089397504826,2.333589072805594,1.227463160665498
Louvain,3.0,NormalPredictor,0.01,5,1.4981673216924558,2.2445053237871466,1.1959120410797197
Louvain,4.0,NormalPredictor,0.01,5,1.4911073071803504,2.2234010015266357,1.1895778051112367
Louvain,1.0,SVD,0.01,5,1.2802163161569615,1.6389538161545012,1.0474473046170387
Louvain,2.0,SVD,0.01,5,1.2707872388864607,1.6149002065166747,1.0371325449022553
Louvain,3.0,SVD,0.01,5,1.2715834240531345,1.616924404326694,1.0370014376250394
Louvain,4.0,SVD,0.01,5,1.26533110743194,1.6010628114349394,1.0317341009317031
Louvain,1.0,k-NN,0.01,5,1.545785478311103,2.389452744957485,1.2579223254931695
Louvain,2.0,k-NN,0.01,5,1.5403744964051798,2.3727535891755114,1.2490570670072207
Louvain,3.0,k-NN,0.01,5,1.5218828724703952,2.3161274775187413,1.2332963315687981
Louvain,4.0,k-NN,0.01,5,1.5161573226080296,2.2987330268979487,1.2287697335087475
Louvain,1.0,NMF,0.01,5,1.5539157910755994,2.414654285754106,1.2683543876088657
Louvain,2.0,NMF,0.01,5,1.560800556435418,2.43609837696911,1.2733281338913494
Louvain,3.0,NMF,0.01,5,1.553258519676167,2.4126120289465978,1.2694113206597482
Louvain,4.0,NMF,0.01,5,1.5476473601588738,2.395212351406731,1.2656125418495863
Louvain,1.0,Co-Clustering,0.01,5,1.5786277827450066,2.492065676454416,1.2806689646787208
Louvain,2.0,Co-Clustering,0.01,5,1.5741746875893747,2.4780259470471053,1.2748075603654772
Louvain,3.0,Co-Clustering,0.01,5,1.556887215007931,2.4238978002551512,1.2623650035645075
Louvain,4.0,Co-Clustering,0.01,5,1.549851015562306,2.402038170439511,1.256502615578498
Louvain,1.0,SlopeOne,0.01,5,1.5346067627421258,2.3550179162538676,1.2620870029289886
Louvain,2.0,SlopeOne,0.01,5,1.5224917615172149,2.317981163887792,1.248751077344551
Louvain,3.0,SlopeOne,0.01,5,1.5190862798035067,2.307623125487258,1.2464109796686658
Louvain,4.0,SlopeOne,0.01,5,1.5126837140462963,2.288212018740897,1.2395886670454317
Paris,1.0,NormalPredictor,0.01,5,1.4972079956603752,2.241631782269358,1.1935659124752775
Paris,2.0,NormalPredictor,0.01,5,1.4852484542807172,2.2059629709432595,1.1854969295958198
Paris,3.0,NormalPredictor,0.01,5,1.4849235958129248,2.204998085401986,1.1854349687211494
Paris,1.0,SVD,0.01,5,1.2626639717901513,1.5943203056568802,1.0339689194665538
Paris,2.0,SVD,0.01,5,1.25824957138357,1.5831919838869375,1.030082405764274
Paris,3.0,SVD,0.01,5,1.2502311428490953,1.5630779105497552,1.0231134433829179
Paris,1.0,k-NN,0.01,5,1.538331642965007,2.3664642437474175,1.2482134259173694
Paris,2.0,k-NN,0.01,5,1.5376682623209348,2.364423684949083,1.2540907082824002
Paris,3.0,k-NN,0.01,5,1.5377302194143083,2.3646142276999766,1.254543534248112
Paris,1.0,NMF,0.01,5,1.559390291436403,2.43169808102611,1.2774112708363985
Paris,2.0,NMF,0.01,5,1.572439329247151,2.47256544416323,1.2873755484206737
Paris,3.0,NMF,0.01,5,1.5702299298158213,2.4656220324893994,1.283707452346822
Paris,1.0,Co-Clustering,0.01,5,1.5745958473928923,2.4793520826269404,1.2814608463806152
Paris,2.0,Co-Clustering,0.01,5,1.5698588601382022,2.464456840754415,1.2772360974746377
Paris,3.0,Co-Clustering,0.01,5,1.5645614949716073,2.447852671547791,1.272976709899588
Paris,1.0,SlopeOne,0.01,5,1.5138534932744259,2.2917523990991824,1.2456153839897492
Paris,2.0,SlopeOne,0.01,5,1.5265464314829378,2.3303440074732915,1.253422463733306
Paris,3.0,SlopeOne,0.01,5,1.529177290370161,2.3383831853838277,1.2540730109051257
