community_detector,used_communities,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
Louvain,2.0,2.0,NormalPredictor,0.25,2,0.025825977325439453,0.0
Louvain,2.0,3.0,NormalPredictor,0.25,2,0.025800466537475586,0.0
Louvain,2.0,99.0,NormalPredictor,0.25,2,0.09551358222961426,0.19527935981750488
Louvain,3.0,2.0,NormalPredictor,0.25,2,0.025803804397583008,0.0
Louvain,3.0,3.0,NormalPredictor,0.25,2,0.03288888931274414,0.0
Louvain,3.0,0.0,NormalPredictor,0.25,2,0.01882481575012207,0.0
Louvain,3.0,99.0,NormalPredictor,0.25,2,0.08623361587524414,0.38343071937561035
Louvain,4.0,2.0,NormalPredictor,0.25,2,0.014923572540283203,0.0
Louvain,4.0,3.0,NormalPredictor,0.25,2,0.02361464500427246,0.0
Louvain,4.0,0.0,NormalPredictor,0.25,2,0.03096294403076172,0.0
Louvain,4.0,1.0,NormalPredictor,0.25,2,0.07108306884765625,0.0
Louvain,1.0,2.0,SVD,0.25,2,0.06627488136291504,0.0
Louvain,1.0,99.0,SVD,0.25,2,0.7076754570007324,0.17916631698608398
Louvain,2.0,2.0,SVD,0.25,2,0.07512784004211426,0.0
Louvain,2.0,3.0,SVD,0.25,2,0.15032958984375,0.0
Louvain,2.0,99.0,SVD,0.25,2,0.6835799217224121,0.21006488800048828
Louvain,3.0,2.0,SVD,0.25,2,0.09334993362426758,0.0010001659393310547
Louvain,3.0,3.0,SVD,0.25,2,0.1816258430480957,0.0
Louvain,3.0,0.0,SVD,0.25,2,0.09791159629821777,0.0
Louvain,3.0,99.0,SVD,0.25,2,0.7238013744354248,0.37940168380737305
Louvain,4.0,2.0,SVD,0.25,2,0.06810379028320312,0.0
Louvain,4.0,3.0,SVD,0.25,2,0.163895845413208,0.0
Louvain,4.0,0.0,SVD,0.25,2,0.09760832786560059,0.0
Louvain,4.0,1.0,SVD,0.25,2,0.4762146472930908,0.0
Louvain,1.0,2.0,k-NN,0.25,2,0.004000663757324219,0.0
Louvain,1.0,99.0,k-NN,0.25,2,0.24871444702148438,2.3770346641540527
Louvain,2.0,2.0,k-NN,0.25,2,0.015834331512451172,0.0
