dataset,similarity_metric,community_detector,algorithm_rec,test_size,split_id,rmse,mse,mae
ml-100k,l2,Not-Applicable,k-NN,0.25,9,0.9841865167704369,0.9686230997927255,0.7769510750563182
ml-100k,l2,Not-Applicable,NMF,0.25,9,0.9691748946412235,0.9392999764028267,0.7604029065736868
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,9,0.9688168186391625,0.9386060280781078,0.7548002232649521
ml-100k,l2,Louvain,SVD,0.25,9,1.2381956531321952,1.5331284754354635,1.003716791280862
ml-100k,l2,Louvain,k-NN,0.25,9,1.2776057720362242,1.6322765087402766,1.0242063196391442
ml-100k,l2,Louvain,NMF,0.25,9,1.3715358314995527,1.8811105370871695,1.1083406024670146
ml-100k,l2,Louvain,Co-Clustering,0.25,9,1.3419544615570445,1.800841776892857,1.081465293059298
ml-100k,l2,Paris,SVD,0.25,9,1.2031939632804547,1.447675713274528,0.9754092996596592
ml-100k,l2,Paris,k-NN,0.25,9,1.3213456851541012,1.7459544196753611,1.0500250662321324
ml-100k,l2,Paris,NMF,0.25,9,1.3581289961086487,1.844514370071086,1.0959821582108111
ml-100k,l2,Paris,Co-Clustering,0.25,9,1.3363393297757977,1.785802804305628,1.0702435717803116
ml-100k,l2,Surprise,SVD,0.25,9,1.2257215119343627,1.5023932248186602,0.9920523650211172
ml-100k,l2,Surprise,k-NN,0.25,9,1.2508826441404677,1.5647073894118477,1.0054658182864595
ml-100k,l2,Surprise,NMF,0.25,9,1.3004143338560887,1.6910774396983748,1.0456647398856653
ml-100k,l2,Surprise,Co-Clustering,0.25,9,1.292165478016615,1.6696916225779073,1.0377673751876166
ml-100k,euclidean,Not-Applicable,SVD,0.25,10,0.9458675021333458,0.8946653315919749,0.7438496799387965
ml-100k,euclidean,Not-Applicable,k-NN,0.25,10,0.9853865042159301,0.9709865626908913,0.7769035488834899
ml-100k,euclidean,Not-Applicable,NMF,0.25,10,0.9724133262982357,0.945587677162399,0.7631601524345956
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,10,0.9812529377002561,0.9628573277453827,0.7655906734314314
ml-100k,euclidean,Louvain,SVD,0.25,10,1.2404935277827265,1.538824192470834,1.0025450298159517
ml-100k,euclidean,Louvain,k-NN,0.25,10,1.291104510612574,1.6669508573241343,1.0407132029499697
ml-100k,euclidean,Louvain,NMF,0.25,10,1.3655446785543068,1.8647122691279854,1.1001419915860526
ml-100k,euclidean,Louvain,Co-Clustering,0.25,10,1.3445466240671442,1.8078056242903542,1.080518834043346
ml-100k,euclidean,Paris,SVD,0.25,10,1.2009080707208415,1.4421801943224535,0.9688888378415554
ml-100k,euclidean,Paris,k-NN,0.25,10,1.3241824630414711,1.7534591954265772,1.0493573128866074
ml-100k,euclidean,Paris,NMF,0.25,10,1.367497767913363,1.8700501452480305,1.1002518983564158
ml-100k,euclidean,Paris,Co-Clustering,0.25,10,1.3436139362314776,1.8052984096354454,1.0747551518397875
ml-100k,euclidean,Surprise,SVD,0.25,10,1.2224838444433124,1.494466749924901,0.9848963654336735
ml-100k,euclidean,Surprise,k-NN,0.25,10,1.2603349049978112,1.588444072755842,1.0100422449981836
ml-100k,euclidean,Surprise,NMF,0.25,10,1.2931144455334718,1.672144969247338,1.0393898174550882
ml-100k,euclidean,Surprise,Co-Clustering,0.25,10,1.287000782703011,1.656371014678163,1.0306404221361873
ml-100k,cosine,Not-Applicable,SVD,0.25,10,0.9474374614751363,0.8976377434064504,0.7459862961890246
ml-100k,cosine,Not-Applicable,k-NN,0.25,10,0.9853865042159301,0.9709865626908913,0.7769035488834899
ml-100k,cosine,Not-Applicable,NMF,0.25,10,0.973411799288158,0.9475305309934092,0.762631434494398
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,10,0.9746273450878725,0.9498984617930349,0.7602320274983734
ml-100k,cosine,Louvain,SVD,0.25,10,1.2317654246294092,1.5172460613124685,0.9956060837011329
ml-100k,cosine,Louvain,k-NN,0.25,10,1.288877390647223,1.6612049281215944,1.0359923450856237
ml-100k,cosine,Louvain,NMF,0.25,10,1.379203260519711,1.902201633828202,1.110172792745573
ml-100k,cosine,Louvain,Co-Clustering,0.25,10,1.3480123811696216,1.8171373797865935,1.0825155127366053
ml-100k,cosine,Paris,SVD,0.25,10,1.2439697749095913,1.5474608008886193,1.0054417878142161
ml-100k,cosine,Paris,k-NN,0.25,10,1.2770972712961735,1.630977440352132,1.0310620660266485
ml-100k,cosine,Paris,NMF,0.25,10,1.3592303974201723,1.8475072732709994,1.0959073659088276
ml-100k,cosine,Paris,Co-Clustering,0.25,10,1.3401509890435803,1.7960046734344863,1.0798447955787962
ml-100k,cosine,Surprise,SVD,0.25,10,1.217199735837999,1.4815751969240945,0.9822497925030923
ml-100k,cosine,Surprise,k-NN,0.25,10,1.3214190892121154,1.7461484093341768,1.056421205506724
ml-100k,cosine,Surprise,NMF,0.25,10,1.376315898893471,1.894245453546943,1.1053061205451316
ml-100k,cosine,Surprise,Co-Clustering,0.25,10,1.3626352972244171,1.8567749532418756,1.090247430243552
ml-100k,l1,Not-Applicable,SVD,0.25,10,0.9455518681094026,0.894068335285181,0.7438969269333825
ml-100k,l1,Not-Applicable,k-NN,0.25,10,0.9853865042159301,0.9709865626908913,0.7769035488834899
ml-100k,l1,Not-Applicable,NMF,0.25,10,0.9726625759925324,0.9460724867364289,0.7634081346195329
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,10,0.9728059962554252,0.9463515063505104,0.7598601975314729
ml-100k,l1,Louvain,SVD,0.25,10,1.2323447092143058,1.5186734823284918,0.9964770858587688
ml-100k,l1,Louvain,k-NN,0.25,10,1.3026302641981933,1.696845605205055,1.0491431175090122
ml-100k,l1,Louvain,NMF,0.25,10,1.3639708870820924,1.86041658080751,1.0997648525697374
ml-100k,l1,Louvain,Co-Clustering,0.25,10,1.3538738719932,1.8329744612658596,1.0866564244124082
ml-100k,l1,Paris,SVD,0.25,10,1.2026168129982062,1.4462871989059622,0.9700982779156401
ml-100k,l1,Paris,k-NN,0.25,10,1.3348907706161424,1.7819333694761583,1.0586883509497487
ml-100k,l1,Paris,NMF,0.25,10,1.3766400049186673,1.8951377031424683,1.1075892259632067
ml-100k,l1,Paris,Co-Clustering,0.25,10,1.3512425132169001,1.8258563295247245,1.082984462241959
ml-100k,l1,Surprise,SVD,0.25,10,1.2232137225514637,1.496251811038209,0.9842330802471959
ml-100k,l1,Surprise,k-NN,0.25,10,1.2493615946420602,1.5609043941665517,1.000222117585151
ml-100k,l1,Surprise,NMF,0.25,10,1.2811247093587592,1.6412805209295656,1.0274069081011457
ml-100k,l1,Surprise,Co-Clustering,0.25,10,1.285678585097101,1.6529694241772837,1.0289069984739967
ml-100k,l2,Not-Applicable,SVD,0.25,10,0.9462006428155002,0.8952956564644657,0.7437608267481347
ml-100k,l2,Not-Applicable,k-NN,0.25,10,0.9853865042159301,0.9709865626908913,0.7769035488834899
ml-100k,l2,Not-Applicable,NMF,0.25,10,0.977102676714989,0.9547296408435961,0.7664531058189812
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,10,0.9722735119354435,0.9453157820112811,0.7598327198556946
ml-100k,l2,Louvain,SVD,0.25,10,1.2386862080679122,1.534343522057663,1.0015684741713644
ml-100k,l2,Louvain,k-NN,0.25,10,1.287210865435234,1.6569118120945243,1.0369615233892513
ml-100k,l2,Louvain,NMF,0.25,10,1.3690513334391412,1.8743015535914906,1.1050122410186618
ml-100k,l2,Louvain,Co-Clustering,0.25,10,1.344958325846683,1.8089128982643126,1.0830547215250896
ml-100k,l2,Paris,SVD,0.25,10,1.2011725967114668,1.4428156070905682,0.9684219652363384
ml-100k,l2,Paris,k-NN,0.25,10,1.3241824630414711,1.7534591954265772,1.0493573128866074
ml-100k,l2,Paris,NMF,0.25,10,1.3660570212376386,1.8661117852726503,1.0988513060726157
ml-100k,l2,Paris,Co-Clustering,0.25,10,1.343600058188994,1.805261116365468,1.0748195271108696
ml-100k,l2,Surprise,SVD,0.25,10,1.22659378089739,1.5045323033361542,0.9892249068297413
ml-100k,l2,Surprise,k-NN,0.25,10,1.2468314035612673,1.5545885489065598,0.9997953754014005
ml-100k,l2,Surprise,NMF,0.25,10,1.3050285314950865,1.703099468016222,1.050579232955873
ml-100k,l2,Surprise,Co-Clustering,0.25,10,1.29126170256264,1.667356784504968,1.0330546750316043
ml-100k,euclidean,Not-Applicable,SVD,0.1,1,0.9304262146876412,0.8656929409779727,0.7340541722791671
ml-100k,euclidean,Not-Applicable,k-NN,0.1,1,0.9732399815380268,0.9471960616641388,0.7688099313548528
ml-100k,euclidean,Not-Applicable,NMF,0.1,1,0.9579701182728441,0.9177067475036867,0.7540905258771379
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.1,1,0.9600019229709987,0.9216036921080154,0.7530138741781652
ml-100k,euclidean,Louvain,SVD,0.1,1,1.2550618727020508,1.5751803043103787,1.0190693417684342
ml-100k,euclidean,Louvain,k-NN,0.1,1,1.294859435155376,1.6766609568108992,1.0448971823777002
ml-100k,euclidean,Louvain,NMF,0.1,1,1.3644883708002813,1.8618285140492061,1.104393254475411
ml-100k,euclidean,Louvain,Co-Clustering,0.1,1,1.3508576106273307,1.824816284189781,1.090301728750845
ml-100k,euclidean,Paris,SVD,0.1,1,1.258999098303478,1.5850787295289708,1.0237572824722667
ml-100k,euclidean,Paris,k-NN,0.1,1,1.2844850323855665,1.6499017984225497,1.0389146297255043
ml-100k,euclidean,Paris,NMF,0.1,1,1.3452686819519535,1.809747826640746,1.0918588020177047
ml-100k,euclidean,Paris,Co-Clustering,0.1,1,1.344670856356102,1.8081397119334526,1.0879604768708022
ml-100k,euclidean,Surprise,SVD,0.1,1,1.2286659150683719,1.5096199308507994,0.9943565073965167
ml-100k,euclidean,Surprise,k-NN,0.1,1,1.264474809905558,1.5988965448856973,1.0137213444647515
ml-100k,euclidean,Surprise,NMF,0.1,1,1.315751747859772,1.7312026619960448,1.0563745999060883
ml-100k,euclidean,Surprise,Co-Clustering,0.1,1,1.3009551713435357,1.692484357845488,1.0464105839294486
ml-100k,cosine,Not-Applicable,SVD,0.1,1,0.9356820668753634,0.8755009302721519,0.7381351767125552
ml-100k,cosine,Not-Applicable,k-NN,0.1,1,0.9732399815380268,0.9471960616641388,0.7688099313548528
ml-100k,cosine,Not-Applicable,NMF,0.1,1,0.9561416718139756,0.9142068965792242,0.7535596177347108
ml-100k,cosine,Not-Applicable,Co-Clustering,0.1,1,0.9645767536300527,0.9304083136434914,0.7585476145057891
ml-100k,cosine,Louvain,SVD,0.1,1,1.2465412164867442,1.5538650044002522,1.015122370653797
ml-100k,cosine,Louvain,k-NN,0.1,1,1.302610996246339,1.6967954075418799,1.050700853020597
ml-100k,cosine,Louvain,NMF,0.1,1,1.386285413064084,1.9217872464742582,1.1214824641126717
ml-100k,cosine,Louvain,Co-Clustering,0.1,1,1.3533163917094606,1.8314652560695142,1.0917086165452714
ml-100k,cosine,Paris,SVD,0.1,1,1.2574739676934832,1.5812407794267913,1.0218234198712155
ml-100k,cosine,Paris,k-NN,0.1,1,1.272863852823752,1.6201823878253259,1.0318799540203945
ml-100k,cosine,Paris,NMF,0.1,1,1.3470030318781663,1.8144171678889724,1.0952391239272499
ml-100k,cosine,Paris,Co-Clustering,0.1,1,1.342239810587432,1.8016077091257856,1.0862103797805063
ml-100k,cosine,Surprise,SVD,0.1,1,1.2246969827717622,1.499882699610258,0.9971483560010076
ml-100k,cosine,Surprise,k-NN,0.1,1,1.3311114744266932,1.771857757350405,1.0644077753754457
ml-100k,cosine,Surprise,NMF,0.1,1,1.383201475287526,1.9132463212375883,1.1170584320195664
ml-100k,cosine,Surprise,Co-Clustering,0.1,1,1.369443126591421,1.8753744769684868,1.1042300904024032
ml-100k,l1,Not-Applicable,SVD,0.1,1,0.9334597891155352,0.8713471778956193,0.7381160108929204
ml-100k,l1,Not-Applicable,k-NN,0.1,1,0.9732399815380268,0.9471960616641388,0.7688099313548528
ml-100k,l1,Not-Applicable,NMF,0.1,1,0.9554825210108993,0.9129468479573436,0.7535913737039709
ml-100k,l1,Not-Applicable,Co-Clustering,0.1,1,0.958149969044564,0.918051363180099,0.7519384490490598
ml-100k,l1,Louvain,SVD,0.1,1,1.2527516189390162,1.5693866187543262,1.0184824650401907
ml-100k,l1,Louvain,k-NN,0.1,1,1.2922764734832195,1.6699784839182261,1.0477616783716466
ml-100k,l1,Louvain,NMF,0.1,1,1.3630659978323736,1.857948914446764,1.1038639499494907
ml-100k,l1,Louvain,Co-Clustering,0.1,1,1.3452579951469688,1.8097190735068416,1.0893583669595828
ml-100k,l1,Paris,SVD,0.1,1,1.2021151064881426,1.4450807292469985,0.976636366027818
ml-100k,l1,Paris,k-NN,0.1,1,1.3436397308319785,1.8053677262702315,1.0703241282358806
ml-100k,l1,Paris,NMF,0.1,1,1.3936284819500004,1.942200345702263,1.1272691956677965
ml-100k,l1,Paris,Co-Clustering,0.1,1,1.3649608820866714,1.8631182096268242,1.0956851986415777
ml-100k,l1,Surprise,SVD,0.1,1,1.2342352584146936,1.5233366731139855,0.9996004085343998
ml-100k,l1,Surprise,k-NN,0.1,1,1.261435487531852,1.5912194892047213,1.0115796798863432
ml-100k,l1,Surprise,NMF,0.1,1,1.311272759573196,1.7194362499987041,1.0528532540385764
ml-100k,l1,Surprise,Co-Clustering,0.1,1,1.3064537285308613,1.7068213447921896,1.0470824729872052
ml-100k,l2,Not-Applicable,SVD,0.1,1,0.9317263928936316,0.868114071214578,0.7360115946722772
ml-100k,l2,Not-Applicable,k-NN,0.1,1,0.9732399815380268,0.9471960616641388,0.7688099313548528
ml-100k,l2,Not-Applicable,NMF,0.1,1,0.9580584665336737,0.9178760252968543,0.7542246519998049
ml-100k,l2,Not-Applicable,Co-Clustering,0.1,1,0.9543952851944073,0.9108703604013141,0.7489337649434867
ml-100k,l2,Louvain,SVD,0.1,1,1.2468748916336887,1.554696995386523,1.0146131453861267
ml-100k,l2,Louvain,k-NN,0.1,1,1.29840967220031,1.6858676768633167,1.046650829597062
ml-100k,l2,Louvain,NMF,0.1,1,1.3653931014888365,1.8642983215933042,1.1030004234220496
ml-100k,l2,Louvain,Co-Clustering,0.1,1,1.353319296551447,1.831473118418503,1.0942087931820659
ml-100k,l2,Paris,SVD,0.1,1,1.2562411915567155,1.5781419313638363,1.0221747860918142
ml-100k,l2,Paris,k-NN,0.1,1,1.2844850323855665,1.6499017984225497,1.0389146297255043
ml-100k,l2,Paris,NMF,0.1,1,1.3517277873665163,1.827168011138778,1.097088046340415
ml-100k,l2,Paris,Co-Clustering,0.1,1,1.344267615841893,1.807055423001247,1.086883800851751
ml-100k,l2,Surprise,SVD,0.1,1,1.228798128765909,1.5099448412585996,0.9941077331243682
ml-100k,l2,Surprise,k-NN,0.1,1,1.2738645794535626,1.6227309667864018,1.0228810470352054
ml-100k,l2,Surprise,NMF,0.1,1,1.3138595154675425,1.726226826384606,1.0564369896916987
ml-100k,l2,Surprise,Co-Clustering,0.1,1,1.297474899698731,1.6834411153482323,1.0405321099313205
ml-100k,euclidean,Not-Applicable,SVD,0.1,2,0.9296285942160425,0.8642093231840954,0.7322275068164789
ml-100k,euclidean,Not-Applicable,k-NN,0.1,2,0.9749639032949041,0.9505546127280351,0.7702588572595123
ml-100k,euclidean,Not-Applicable,NMF,0.1,2,0.950551736457805,0.9035486036829483,0.7486616959913214
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.1,2,0.9644217985893752,0.9301094055943653,0.7563769424584523
ml-100k,euclidean,Louvain,SVD,0.1,2,1.2625438256055432,1.5940169115746805,1.0243691379063056
ml-100k,euclidean,Louvain,k-NN,0.1,2,1.2980819850082799,1.685016839803036,1.0516919410528585
ml-100k,euclidean,Louvain,NMF,0.1,2,1.3812135113773414,1.9077507640113252,1.1161865268735967
ml-100k,euclidean,Louvain,Co-Clustering,0.1,2,1.371095757292946,1.8799035756667173,1.103418732657197
ml-100k,euclidean,Paris,SVD,0.1,2,1.2213757257283853,1.4917586633985398,0.9899381768917722
ml-100k,euclidean,Paris,k-NN,0.1,2,1.3550451489018436,1.8361473555624197,1.0768416282208506
ml-100k,euclidean,Paris,NMF,0.1,2,1.400473459278105,1.9613259101423817,1.1278302819677801
ml-100k,euclidean,Paris,Co-Clustering,0.1,2,1.3731059321030212,1.8854199007765067,1.0985294113961455
ml-100k,euclidean,Surprise,SVD,0.1,2,1.2407954269693746,1.5395732915881124,1.002745287593081
ml-100k,euclidean,Surprise,k-NN,0.1,2,1.2670612826374974,1.6054442939589801,1.0225920827830364
ml-100k,euclidean,Surprise,NMF,0.1,2,1.3174915568827066,1.7357840024572182,1.0631963812597782
ml-100k,euclidean,Surprise,Co-Clustering,0.1,2,1.3243589178635884,1.7539265433248148,1.0655693795348085
ml-100k,cosine,Not-Applicable,SVD,0.1,2,0.9295080847157215,0.863985279551889,0.733371509088218
ml-100k,cosine,Not-Applicable,k-NN,0.1,2,0.9749639032949041,0.9505546127280351,0.7702588572595123
ml-100k,cosine,Not-Applicable,NMF,0.1,2,0.9558354427879089,0.9136213936895577,0.7507770063057224
ml-100k,cosine,Not-Applicable,Co-Clustering,0.1,2,0.9596490632205827,0.920926324540142,0.7509466586117939
ml-100k,cosine,Louvain,SVD,0.1,2,1.2591132962512506,1.5853662927966894,1.0210919644332335
ml-100k,cosine,Louvain,k-NN,0.1,2,1.3134865594102043,1.7252469417512564,1.0568543385756748
ml-100k,cosine,Louvain,NMF,0.1,2,1.3822590496960716,1.9106400804666872,1.119228917477824
ml-100k,cosine,Louvain,Co-Clustering,0.1,2,1.3784128868467598,1.9000220866252184,1.1115446514844014
ml-100k,cosine,Paris,SVD,0.1,2,1.2655259211913146,1.6015558572071251,1.025921159764648
ml-100k,cosine,Paris,k-NN,0.1,2,1.2844138351209298,1.649718899850055,1.0389681378383193
ml-100k,cosine,Paris,NMF,0.1,2,1.3643387434728425,1.8614202069410544,1.1049786084016249
ml-100k,cosine,Paris,Co-Clustering,0.1,2,1.3595094223901114,1.8482658695674945,1.095138647397597
ml-100k,cosine,Surprise,SVD,0.1,2,1.2475253705922882,1.5563195502714258,1.010036292173993
ml-100k,cosine,Surprise,k-NN,0.1,2,1.313403982475147,1.7250300211815761,1.0543361738019028
ml-100k,cosine,Surprise,NMF,0.1,2,1.395398161234596,1.9471360283768915,1.1281861319539246
ml-100k,cosine,Surprise,Co-Clustering,0.1,2,1.3636771141661892,1.8596152717006258,1.096751467985698
ml-100k,l1,Not-Applicable,SVD,0.1,2,0.9320877370532276,0.8687875495650067,0.7356039078771021
ml-100k,l1,Not-Applicable,k-NN,0.1,2,0.9749639032949041,0.9505546127280351,0.7702588572595123
ml-100k,l1,Not-Applicable,NMF,0.1,2,0.9562329630118057,0.9143814795503373,0.7521969646818377
ml-100k,l1,Not-Applicable,Co-Clustering,0.1,2,0.9702386262326029,0.9413629918337286,0.7629937243525302
ml-100k,l1,Louvain,SVD,0.1,2,1.2583678674666758,1.5834896898726294,1.020822558592521
ml-100k,l1,Louvain,k-NN,0.1,2,1.285673766127301,1.6529570329079581,1.0405295497695015
ml-100k,l1,Louvain,NMF,0.1,2,1.3828197001789377,1.9121903232029671,1.1223689103761358
ml-100k,l1,Louvain,Co-Clustering,0.1,2,1.3744374372939652,1.8890782690352024,1.1051592582700203
ml-100k,l1,Paris,SVD,0.1,2,1.2671995683904498,1.6057947461289421,1.0268286726140257
ml-100k,l1,Paris,k-NN,0.1,2,1.2869828818588438,1.6563249381976946,1.040320711771187
ml-100k,l1,Paris,NMF,0.1,2,1.365780925674825,1.865357536937182,1.1041276248929177
ml-100k,l1,Paris,Co-Clustering,0.1,2,1.3589068560853699,1.846627843515824,1.094300951234595
ml-100k,l1,Surprise,SVD,0.1,2,1.2408795688256535,1.53978210432894,1.0028002410767247
ml-100k,l1,Surprise,k-NN,0.1,2,1.2633796689638888,1.5961281879513054,1.0165674514156635
ml-100k,l1,Surprise,NMF,0.1,2,1.3060387097439814,1.705737111349724,1.0529121697162627
ml-100k,l1,Surprise,Co-Clustering,0.1,2,1.3034615374057623,1.6990119794961935,1.0465791797185187
ml-100k,l2,Not-Applicable,SVD,0.1,2,0.9320698690039285,0.8687542407050005,0.7354086354457546
ml-100k,l2,Not-Applicable,k-NN,0.1,2,0.9749639032949041,0.9505546127280351,0.7702588572595123
ml-100k,l2,Not-Applicable,NMF,0.1,2,0.9598353785420366,0.9212839539009346,0.7563955168995881
ml-100k,l2,Not-Applicable,Co-Clustering,0.1,2,0.953206161087754,0.9086019855356533,0.7475849861449504
ml-100k,l2,Louvain,SVD,0.1,2,1.2557520818533106,1.5769132910789236,1.0174408833912234
ml-100k,l2,Louvain,k-NN,0.1,2,1.2962836371500446,1.6803512679429484,1.0492093190049507
ml-100k,l2,Louvain,NMF,0.1,2,1.3752082775095886,1.8911978065308896,1.1109958048741762
ml-100k,l2,Louvain,Co-Clustering,0.1,2,1.3637227742130003,1.8597398049072018,1.101887840516678
ml-100k,l2,Paris,SVD,0.1,2,1.219919124450188,1.488202670199313,0.9874008761007044
ml-100k,l2,Paris,k-NN,0.1,2,1.3550451489018436,1.8361473555624197,1.0768416282208506
ml-100k,l2,Paris,NMF,0.1,2,1.403106544342181,1.9687079747758571,1.1301382147655306
ml-100k,l2,Paris,Co-Clustering,0.1,2,1.3738603164250256,1.8874921690474713,1.1017059303653485
ml-100k,l2,Surprise,SVD,0.1,2,1.2405985136447986,1.5390846720576836,1.0041499286555202
ml-100k,l2,Surprise,k-NN,0.1,2,1.2618509394482407,1.5922677933864073,1.0144186646505888
ml-100k,l2,Surprise,NMF,0.1,2,1.3158756315192723,1.7315286776262435,1.0611719757987397
ml-100k,l2,Surprise,Co-Clustering,0.1,2,1.3117713995835074,1.720744204765274,1.0555742241454824
ml-100k,euclidean,Not-Applicable,SVD,0.1,3,0.9320617527577405,0.8687391109538314,0.7339562905560095
ml-100k,euclidean,Not-Applicable,k-NN,0.1,3,0.9687802836714322,0.9385352380305007,0.763368457753641
ml-100k,euclidean,Not-Applicable,NMF,0.1,3,0.9615051631303193,0.924492178726262,0.7554079938516659
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.1,3,0.9588627609498163,0.9194177943363046,0.7505448257692645
ml-100k,euclidean,Louvain,SVD,0.1,3,1.2458371554368775,1.5521102178670503,1.0109312988447001
ml-100k,euclidean,Louvain,k-NN,0.1,3,1.294279528516226,1.6751594979361846,1.0395507466779332
ml-100k,euclidean,Louvain,NMF,0.1,3,1.372038183779541,1.8824887777490615,1.1063753497158284
ml-100k,euclidean,Louvain,Co-Clustering,0.1,3,1.3606647293283847,1.8514085056382865,1.092465716572734
ml-100k,euclidean,Paris,SVD,0.1,3,1.2481191341601918,1.5578013730567868,1.0119279999404736
ml-100k,euclidean,Paris,k-NN,0.1,3,1.2838748566643856,1.648334647574997,1.0336243256328208
ml-100k,euclidean,Paris,NMF,0.1,3,1.3578329331333392,1.8437102743014875,1.0981339899316778
ml-100k,euclidean,Paris,Co-Clustering,0.1,3,1.347243346660415,1.8150646351207549,1.084676975514641
ml-100k,euclidean,Surprise,SVD,0.1,3,1.2283199289971534,1.5087698479715717,0.993124034104354
ml-100k,euclidean,Surprise,k-NN,0.1,3,1.2715484717411232,1.616835515987186,1.015478041739742
ml-100k,euclidean,Surprise,NMF,0.1,3,1.3133733111440427,1.7249494544254664,1.0555717194652063
ml-100k,euclidean,Surprise,Co-Clustering,0.1,3,1.300314817337626,1.6908186241877838,1.0439269934946998
ml-100k,cosine,Not-Applicable,SVD,0.1,3,0.934235235852157,0.8727954759077354,0.7366518568832291
ml-100k,cosine,Not-Applicable,k-NN,0.1,3,0.9687802836714322,0.9385352380305007,0.763368457753641
ml-100k,cosine,Not-Applicable,NMF,0.1,3,0.9644332354369478,0.9301314656153793,0.7603630868220091
ml-100k,cosine,Not-Applicable,Co-Clustering,0.1,3,0.9656818894980331,0.9325415117044915,0.7564287726737774
ml-100k,cosine,Louvain,SVD,0.1,3,1.246145925673185,1.5528796680718793,1.0105665450335457
ml-100k,cosine,Louvain,k-NN,0.1,3,1.3137579629205425,1.7259599851371337,1.0541231963139543
ml-100k,cosine,Louvain,NMF,0.1,3,1.382439178750368,1.911138082943992,1.1145954150800403
ml-100k,cosine,Louvain,Co-Clustering,0.1,3,1.366318914599131,1.8668273763913472,1.1036424348047884
ml-100k,cosine,Paris,SVD,0.1,3,1.2470939613227225,1.5552433483676,1.010898795742425
ml-100k,cosine,Paris,k-NN,0.1,3,1.2879332528647054,1.6587720638346612,1.035155995666439
ml-100k,cosine,Paris,NMF,0.1,3,1.3629571815261523,1.8576522786737129,1.099428428450019
ml-100k,cosine,Paris,Co-Clustering,0.1,3,1.344934665193179,1.8088492536382885,1.0851257981780258
ml-100k,cosine,Surprise,SVD,0.1,3,1.2294133282015964,1.5114571315597263,0.9960552562209484
ml-100k,cosine,Surprise,k-NN,0.1,3,1.3099510226368634,1.7159716817073642,1.0497719526493576
ml-100k,cosine,Surprise,NMF,0.1,3,1.371004411328658,1.8796530958826396,1.1059221709581792
ml-100k,cosine,Surprise,Co-Clustering,0.1,3,1.3507987576742928,1.8246572837344126,1.085732602487368
ml-100k,l1,Not-Applicable,SVD,0.1,3,0.9350564782685601,0.8743306175520021,0.7383305832682294
ml-100k,l1,Not-Applicable,k-NN,0.1,3,0.9687802836714322,0.9385352380305007,0.763368457753641
ml-100k,l1,Not-Applicable,NMF,0.1,3,0.9538220541315352,0.9097765109477012,0.7503556677816264
ml-100k,l1,Not-Applicable,Co-Clustering,0.1,3,0.9563118381779109,0.9145323318392148,0.7482885897533129
ml-100k,l1,Louvain,SVD,0.1,3,1.2435549689357832,1.546428960764877,1.0071855617531302
ml-100k,l1,Louvain,k-NN,0.1,3,1.2836927506534812,1.6478670780803009,1.0335481832011963
ml-100k,l1,Louvain,NMF,0.1,3,1.3694620105522863,1.8754261983459102,1.106462792262042
ml-100k,l1,Louvain,Co-Clustering,0.1,3,1.3418601900166856,1.8005887695516154,1.0803232899437316
ml-100k,l1,Paris,SVD,0.1,3,1.2048428283159647,1.451646240944413,0.9738772967350022
ml-100k,l1,Paris,k-NN,0.1,3,1.322277128452546,1.7484168044287112,1.0488434617879874
ml-100k,l1,Paris,NMF,0.1,3,1.3744946993527427,1.8892356785487863,1.105916623202141
ml-100k,l1,Paris,Co-Clustering,0.1,3,1.3453903799727096,1.810075274523112,1.0776013928873087
ml-100k,l1,Surprise,SVD,0.1,3,1.2279620228218697,1.507890729492778,0.9922010637526167
ml-100k,l1,Surprise,k-NN,0.1,3,1.2685461638848903,1.6092093699070709,1.0157261517262355
ml-100k,l1,Surprise,NMF,0.1,3,1.3034598149070524,1.6990074890775273,1.0472725161422207
ml-100k,l1,Surprise,Co-Clustering,0.1,3,1.2814997636101406,1.642241644132846,1.0286285718893582
ml-100k,l2,Not-Applicable,SVD,0.1,3,0.9320548184034919,0.8687261845091664,0.7347257633673271
ml-100k,l2,Not-Applicable,k-NN,0.1,3,0.9687802836714322,0.9385352380305007,0.763368457753641
ml-100k,l2,Not-Applicable,NMF,0.1,3,0.9652817374327216,0.9317688326211337,0.7603829034480051
ml-100k,l2,Not-Applicable,Co-Clustering,0.1,3,0.9702874513531856,0.9414577382534605,0.7614523094643547
ml-100k,l2,Louvain,SVD,0.1,3,1.2428637148454644,1.5447102136794681,1.006576248196025
ml-100k,l2,Louvain,k-NN,0.1,3,1.3023859584070627,1.6962091846558836,1.0427997669244584
ml-100k,l2,Louvain,NMF,0.1,3,1.3685945590943087,1.8730510671825453,1.1034975270992524
ml-100k,l2,Louvain,Co-Clustering,0.1,3,1.3530872608454403,1.8308451354622168,1.0861651575561408
