dataset,community_detector,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
synthetic,Not-Applicable,,NormalPredictor,0.25,1,0.0030088424682617188,0.0058650970458984375
synthetic,Not-Applicable,,SVD,0.25,1,0.026604175567626953,0.005841732025146484
synthetic,Not-Applicable,,k-NN,0.25,1,0.005435943603515625,0.03992915153503418
synthetic,Not-Applicable,,NMF,0.25,1,0.02482295036315918,0.00462794303894043
synthetic,Not-Applicable,,Co-Clustering,0.25,1,0.043572187423706055,0.0029981136322021484
synthetic,Not-Applicable,,SlopeOne,0.25,1,0.004042625427246094,0.024596452713012695
synthetic,Louvain,1.0,NormalPredictor,0.25,1,0.0010046958923339844,0.001989603042602539
synthetic,Louvain,2.0,NormalPredictor,0.25,1,0.002541780471801758,0.004001140594482422
synthetic,Louvain,3.0,NormalPredictor,0.25,1,0.000993967056274414,0.0010120868682861328
synthetic,Louvain,1.0,SVD,0.25,1,0.004082202911376953,0.002774477005004883
synthetic,Louvain,2.0,SVD,0.25,1,0.012598276138305664,0.00279998779296875
synthetic,Louvain,3.0,SVD,0.25,1,0.0040929317474365234,0.001911163330078125
synthetic,Louvain,1.0,k-NN,0.25,1,0.0010762214660644531,0.0020017623901367188
synthetic,Louvain,2.0,k-NN,0.25,1,0.0009999275207519531,0.016084671020507812
synthetic,Louvain,3.0,k-NN,0.25,1,0.0009560585021972656,0.00301361083984375
synthetic,Louvain,1.0,NMF,0.25,1,0.006743192672729492,0.001905679702758789
synthetic,Louvain,2.0,NMF,0.25,1,0.01724696159362793,0.0029058456420898438
synthetic,Louvain,3.0,NMF,0.25,1,0.007054328918457031,0.004205942153930664
synthetic,Louvain,1.0,Co-Clustering,0.25,1,0.012305259704589844,0.00156402587890625
synthetic,Louvain,2.0,Co-Clustering,0.25,1,0.028021812438964844,0.002412080764770508
synthetic,Louvain,3.0,Co-Clustering,0.25,1,0.01261591911315918,0.002102375030517578
synthetic,Louvain,1.0,SlopeOne,0.25,1,0.0010707378387451172,0.003966569900512695
synthetic,Louvain,2.0,SlopeOne,0.25,1,0.001001596450805664,0.012474298477172852
synthetic,Louvain,3.0,SlopeOne,0.25,1,0.0010328292846679688,0.0019991397857666016
synthetic,Paris,1.0,NormalPredictor,0.25,1,0.002184629440307617,0.004744768142700195
synthetic,Paris,2.0,NormalPredictor,0.25,1,0.0,0.0021903514862060547
synthetic,Paris,1.0,SVD,0.25,1,0.017767906188964844,0.004598855972290039
synthetic,Paris,2.0,SVD,0.25,1,0.04329657554626465,0.0030045509338378906
synthetic,Paris,1.0,k-NN,0.25,1,0.003185272216796875,0.032312870025634766
synthetic,Paris,2.0,k-NN,0.25,1,0.00099945068359375,0.0030896663665771484
synthetic,Paris,1.0,NMF,0.25,1,0.019742965698242188,0.003991127014160156
synthetic,Paris,2.0,NMF,0.25,1,0.00986170768737793,0.002428770065307617
synthetic,Paris,1.0,Co-Clustering,0.25,1,0.0415952205657959,0.004003286361694336
synthetic,Paris,2.0,Co-Clustering,0.25,1,0.01623845100402832,0.0009999275207519531
synthetic,Paris,1.0,SlopeOne,0.25,1,0.0019998550415039062,0.016697168350219727
synthetic,Paris,2.0,SlopeOne,0.25,1,0.0010352134704589844,0.004638195037841797
synthetic,Not-Applicable,,NormalPredictor,0.25,2,0.002002239227294922,0.005176544189453125
synthetic,Not-Applicable,,SVD,0.25,2,0.020722627639770508,0.004998445510864258
synthetic,Not-Applicable,,k-NN,0.25,2,0.0030744075775146484,0.037162065505981445
synthetic,Not-Applicable,,NMF,0.25,2,0.025781631469726562,0.005132436752319336
synthetic,Not-Applicable,,Co-Clustering,0.25,2,0.03932976722717285,0.004487514495849609
synthetic,Not-Applicable,,SlopeOne,0.25,2,0.0029752254486083984,0.01664900779724121
synthetic,Louvain,1.0,NormalPredictor,0.25,2,0.0010004043579101562,0.0010788440704345703
synthetic,Louvain,2.0,NormalPredictor,0.25,2,0.0010008811950683594,0.0009992122650146484
synthetic,Louvain,3.0,NormalPredictor,0.25,2,0.0010051727294921875,0.0026166439056396484
synthetic,Louvain,4.0,NormalPredictor,0.25,2,0.0010771751403808594,0.001997232437133789
synthetic,Louvain,1.0,SVD,0.25,2,0.0077631473541259766,0.0036542415618896484
synthetic,Louvain,2.0,SVD,0.25,2,0.005002260208129883,0.001506805419921875
synthetic,Louvain,3.0,SVD,0.25,2,0.007003068923950195,0.0015082359313964844
synthetic,Louvain,4.0,SVD,0.25,2,0.003998756408691406,0.0010006427764892578
synthetic,Louvain,1.0,k-NN,0.25,2,0.0010013580322265625,0.0049974918365478516
synthetic,Louvain,2.0,k-NN,0.25,2,0.0010039806365966797,0.0019981861114501953
synthetic,Louvain,3.0,k-NN,0.25,2,0.0,0.005750894546508789
synthetic,Louvain,4.0,k-NN,0.25,2,0.0,0.0020029544830322266
synthetic,Louvain,1.0,NMF,0.25,2,0.010042190551757812,0.0017559528350830078
synthetic,Louvain,2.0,NMF,0.25,2,0.006000041961669922,0.0026061534881591797
synthetic,Louvain,3.0,NMF,0.25,2,0.007658720016479492,0.0019259452819824219
synthetic,Louvain,4.0,NMF,0.25,2,0.006722927093505859,0.0009999275207519531
synthetic,Louvain,1.0,Co-Clustering,0.25,2,0.018015146255493164,0.0020418167114257812
synthetic,Louvain,2.0,Co-Clustering,0.25,2,0.015333414077758789,0.00098419189453125
synthetic,Louvain,3.0,Co-Clustering,0.25,2,0.014510631561279297,0.0029993057250976562
synthetic,Louvain,4.0,Co-Clustering,0.25,2,0.01073312759399414,0.001963376998901367
synthetic,Louvain,1.0,SlopeOne,0.25,2,0.0010006427764892578,0.005745887756347656
synthetic,Louvain,2.0,SlopeOne,0.25,2,0.0,0.00396275520324707
synthetic,Louvain,3.0,SlopeOne,0.25,2,0.0,0.006078958511352539
synthetic,Louvain,4.0,SlopeOne,0.25,2,0.0,0.004622936248779297
synthetic,Paris,1.0,NormalPredictor,0.25,2,0.0020055770874023438,0.0035521984100341797
synthetic,Paris,2.0,NormalPredictor,0.25,2,0.0010001659393310547,0.0026085376739501953
synthetic,Paris,1.0,SVD,0.25,2,0.01250600814819336,0.004111766815185547
synthetic,Paris,2.0,SVD,0.25,2,0.008596658706665039,0.003000020980834961
synthetic,Paris,1.0,k-NN,0.25,2,0.0009999275207519531,0.013510465621948242
synthetic,Paris,2.0,k-NN,0.25,2,0.0009996891021728516,0.008536815643310547
synthetic,Paris,1.0,NMF,0.25,2,0.014552116394042969,0.0029997825622558594
synthetic,Paris,2.0,NMF,0.25,2,0.011506795883178711,0.0030014514923095703
synthetic,Paris,1.0,Co-Clustering,0.25,2,0.024849891662597656,0.004090309143066406
synthetic,Paris,2.0,Co-Clustering,0.25,2,0.028133392333984375,0.0023827552795410156
synthetic,Paris,1.0,SlopeOne,0.25,2,0.0029609203338623047,0.011925458908081055
synthetic,Paris,2.0,SlopeOne,0.25,2,0.0009937286376953125,0.007376432418823242
synthetic,Not-Applicable,,NormalPredictor,0.25,3,0.004436016082763672,0.00437617301940918
synthetic,Not-Applicable,,SVD,0.25,3,0.020842313766479492,0.006086111068725586
synthetic,Not-Applicable,,k-NN,0.25,3,0.0020792484283447266,0.0375213623046875
synthetic,Not-Applicable,,NMF,0.25,3,0.02378106117248535,0.0029897689819335938
synthetic,Not-Applicable,,Co-Clustering,0.25,3,0.037865400314331055,0.003600597381591797
synthetic,Not-Applicable,,SlopeOne,0.25,3,0.0029993057250976562,0.018248796463012695
synthetic,Louvain,1.0,NormalPredictor,0.25,3,0.0019578933715820312,0.004303455352783203
synthetic,Louvain,2.0,NormalPredictor,0.25,3,0.0,0.0020003318786621094
synthetic,Louvain,3.0,NormalPredictor,0.25,3,0.0,0.0010008811950683594
synthetic,Louvain,1.0,SVD,0.25,3,0.012627840042114258,0.003007173538208008
synthetic,Louvain,2.0,SVD,0.25,3,0.004963397979736328,0.0019941329956054688
synthetic,Louvain,3.0,SVD,0.25,3,0.00408935546875,0.00191497802734375
synthetic,Louvain,1.0,k-NN,0.25,3,0.0009768009185791016,0.013755559921264648
synthetic,Louvain,2.0,k-NN,0.25,3,0.0,0.004418134689331055
synthetic,Louvain,3.0,k-NN,0.25,3,0.0,0.00301361083984375
synthetic,Louvain,1.0,NMF,0.25,3,0.01569676399230957,0.003244161605834961
synthetic,Louvain,2.0,NMF,0.25,3,0.006805419921875,0.0009877681732177734
synthetic,Louvain,3.0,NMF,0.25,3,0.006647825241088867,0.0019998550415039062
synthetic,Louvain,1.0,Co-Clustering,0.25,3,0.026077985763549805,0.003626585006713867
synthetic,Louvain,2.0,Co-Clustering,0.25,3,0.012734413146972656,0.0010042190551757812
synthetic,Louvain,3.0,Co-Clustering,0.25,3,0.01311039924621582,0.002038717269897461
synthetic,Louvain,1.0,SlopeOne,0.25,3,0.0015881061553955078,0.01058816909790039
synthetic,Louvain,2.0,SlopeOne,0.25,3,0.0010058879852294922,0.003047943115234375
synthetic,Louvain,3.0,SlopeOne,0.25,3,0.001001596450805664,0.002527475357055664
synthetic,Paris,1.0,NormalPredictor,0.25,3,0.002000570297241211,0.005514860153198242
synthetic,Paris,2.0,NormalPredictor,0.25,3,0.0009996891021728516,0.0009996891021728516
synthetic,Paris,3.0,NormalPredictor,0.25,3,0.0,0.002001523971557617
synthetic,Paris,1.0,SVD,0.25,3,0.014054536819458008,0.006390810012817383
synthetic,Paris,2.0,SVD,0.25,3,0.0052356719970703125,0.002000093460083008
synthetic,Paris,3.0,SVD,0.25,3,0.004004240036010742,0.0010001659393310547
synthetic,Paris,1.0,k-NN,0.25,3,0.0009999275207519531,0.011593818664550781
synthetic,Paris,2.0,k-NN,0.25,3,0.0,0.003527402877807617
synthetic,Paris,3.0,k-NN,0.25,3,0.0,0.0019996166229248047
synthetic,Paris,1.0,NMF,0.25,3,0.014515876770019531,0.005686283111572266
synthetic,Paris,2.0,NMF,0.25,3,0.0082550048828125,0.0010495185852050781
synthetic,Paris,3.0,NMF,0.25,3,0.011009693145751953,0.0020122528076171875
synthetic,Paris,1.0,Co-Clustering,0.25,3,0.03566575050354004,0.002270221710205078
synthetic,Paris,2.0,Co-Clustering,0.25,3,0.013653278350830078,0.0010879039764404297
synthetic,Paris,3.0,Co-Clustering,0.25,3,0.013629674911499023,0.0010368824005126953
synthetic,Paris,1.0,SlopeOne,0.25,3,0.0021762847900390625,0.011946916580200195
synthetic,Paris,2.0,SlopeOne,0.25,3,0.0,0.006508827209472656
synthetic,Paris,3.0,SlopeOne,0.25,3,0.0,0.0035631656646728516
synthetic,Not-Applicable,,NormalPredictor,0.25,4,0.0029268264770507812,0.0048978328704833984
synthetic,Not-Applicable,,SVD,0.25,4,0.02096247673034668,0.005598545074462891
synthetic,Not-Applicable,,k-NN,0.25,4,0.0030014514923095703,0.03737235069274902
synthetic,Not-Applicable,,NMF,0.25,4,0.024862051010131836,0.006026029586791992
synthetic,Not-Applicable,,Co-Clustering,0.25,4,0.04120612144470215,0.0030341148376464844
synthetic,Not-Applicable,,SlopeOne,0.25,4,0.003927946090698242,0.01829981803894043
synthetic,Louvain,1.0,NormalPredictor,0.25,4,0.001003265380859375,0.0019998550415039062
synthetic,Louvain,2.0,NormalPredictor,0.25,4,0.0009999275207519531,0.0019996166229248047
synthetic,Louvain,3.0,NormalPredictor,0.25,4,0.0010113716125488281,0.0009999275207519531
synthetic,Louvain,4.0,NormalPredictor,0.25,4,0.0010001659393310547,0.0010008811950683594
synthetic,Louvain,1.0,SVD,0.25,4,0.0050351619720458984,0.0010001659393310547
synthetic,Louvain,2.0,SVD,0.25,4,0.005623579025268555,0.002016305923461914
synthetic,Louvain,3.0,SVD,0.25,4,0.007540702819824219,0.0019998550415039062
synthetic,Louvain,4.0,SVD,0.25,4,0.005001544952392578,0.0019996166229248047
synthetic,Louvain,1.0,k-NN,0.25,4,0.0,0.0029985904693603516
synthetic,Louvain,2.0,k-NN,0.25,4,0.0,0.004521608352661133
synthetic,Louvain,3.0,k-NN,0.25,4,0.0009999275207519531,0.003999948501586914
synthetic,Louvain,4.0,k-NN,0.25,4,0.0005052089691162109,0.0030028820037841797
synthetic,Louvain,1.0,NMF,0.25,4,0.005633115768432617,0.0009999275207519531
synthetic,Louvain,2.0,NMF,0.25,4,0.009554386138916016,0.0020003318786621094
synthetic,Louvain,3.0,NMF,0.25,4,0.009587287902832031,0.0020008087158203125
synthetic,Louvain,4.0,NMF,0.25,4,0.00650477409362793,0.002290010452270508
synthetic,Louvain,1.0,Co-Clustering,0.25,4,0.01055145263671875,0.0027234554290771484
synthetic,Louvain,2.0,Co-Clustering,0.25,4,0.014782190322875977,0.0015058517456054688
synthetic,Louvain,3.0,Co-Clustering,0.25,4,0.016643285751342773,0.002001047134399414
synthetic,Louvain,4.0,Co-Clustering,0.25,4,0.014539718627929688,0.0010001659393310547
synthetic,Louvain,1.0,SlopeOne,0.25,4,0.0011017322540283203,0.004247903823852539
synthetic,Louvain,2.0,SlopeOne,0.25,4,0.0010805130004882812,0.004354000091552734
synthetic,Louvain,3.0,SlopeOne,0.25,4,0.001092672348022461,0.006011009216308594
synthetic,Louvain,4.0,SlopeOne,0.25,4,0.0,0.002827882766723633
synthetic,Paris,1.0,NormalPredictor,0.25,4,0.0019996166229248047,0.0038607120513916016
synthetic,Paris,2.0,NormalPredictor,0.25,4,0.0009942054748535156,0.0019297599792480469
synthetic,Paris,1.0,SVD,0.25,4,0.014806747436523438,0.004826784133911133
synthetic,Paris,2.0,SVD,0.25,4,0.0076253414154052734,0.0010058879852294922
synthetic,Paris,1.0,k-NN,0.25,4,0.0005872249603271484,0.022780895233154297
synthetic,Paris,2.0,k-NN,0.25,4,0.0,0.0027658939361572266
synthetic,Paris,1.0,NMF,0.25,4,0.020249605178833008,0.004678010940551758
synthetic,Paris,2.0,NMF,0.25,4,0.010190725326538086,0.0019996166229248047
synthetic,Paris,1.0,Co-Clustering,0.25,4,0.043048858642578125,0.0055084228515625
synthetic,Paris,2.0,Co-Clustering,0.25,4,0.01531219482421875,0.0014269351959228516
synthetic,Paris,1.0,SlopeOne,0.25,4,0.0021758079528808594,0.01902008056640625
synthetic,Paris,2.0,SlopeOne,0.25,4,0.0010061264038085938,0.005711555480957031
synthetic,Not-Applicable,,NormalPredictor,0.25,5,0.0030143260955810547,0.00645899772644043
synthetic,Not-Applicable,,SVD,0.25,5,0.024599313735961914,0.0060808658599853516
synthetic,Not-Applicable,,k-NN,0.25,5,0.003580331802368164,0.03636455535888672
synthetic,Not-Applicable,,NMF,0.25,5,0.02643752098083496,0.003993988037109375
synthetic,Not-Applicable,,Co-Clustering,0.25,5,0.04273819923400879,0.004004240036010742
synthetic,Not-Applicable,,SlopeOne,0.25,5,0.0025708675384521484,0.017161130905151367
synthetic,Louvain,1.0,NormalPredictor,0.25,5,0.0019996166229248047,0.0029304027557373047
synthetic,Louvain,2.0,NormalPredictor,0.25,5,0.0005078315734863281,0.002016782760620117
synthetic,Louvain,3.0,NormalPredictor,0.25,5,0.0010769367218017578,0.000997304916381836
synthetic,Louvain,1.0,SVD,0.25,5,0.01391291618347168,0.002997159957885742
synthetic,Louvain,2.0,SVD,0.25,5,0.0050199031829833984,0.0010001659393310547
synthetic,Louvain,3.0,SVD,0.25,5,0.005274295806884766,0.0009381771087646484
synthetic,Louvain,1.0,k-NN,0.25,5,0.0019905567169189453,0.013600349426269531
synthetic,Louvain,2.0,k-NN,0.25,5,0.001001596450805664,0.002035856246948242
synthetic,Louvain,3.0,k-NN,0.25,5,0.0,0.003007173538208008
synthetic,Louvain,1.0,NMF,0.25,5,0.014559745788574219,0.00452423095703125
synthetic,Louvain,2.0,NMF,0.25,5,0.005504131317138672,0.0010013580322265625
synthetic,Louvain,3.0,NMF,0.25,5,0.006587982177734375,0.002001047134399414
synthetic,Louvain,1.0,Co-Clustering,0.25,5,0.02766275405883789,0.0019865036010742188
synthetic,Louvain,2.0,Co-Clustering,0.25,5,0.012207746505737305,0.001001119613647461
synthetic,Louvain,3.0,Co-Clustering,0.25,5,0.013472795486450195,0.0010004043579101562
synthetic,Louvain,1.0,SlopeOne,0.25,5,0.0009999275207519531,0.011507511138916016
synthetic,Louvain,2.0,SlopeOne,0.25,5,0.0009999275207519531,0.003612041473388672
synthetic,Louvain,3.0,SlopeOne,0.25,5,0.0,0.005000114440917969
synthetic,Paris,1.0,NormalPredictor,0.25,5,0.001020193099975586,0.0023794174194335938
synthetic,Paris,2.0,NormalPredictor,0.25,5,0.0010056495666503906,0.0016069412231445312
synthetic,Paris,3.0,NormalPredictor,0.25,5,0.0010693073272705078,0.001004934310913086
synthetic,Paris,4.0,NormalPredictor,0.25,5,0.001005411148071289,0.001005411148071289
synthetic,Paris,1.0,SVD,0.25,5,0.006063699722290039,0.0025146007537841797
synthetic,Paris,2.0,SVD,0.25,5,0.007707357406616211,0.001356363296508789
synthetic,Paris,3.0,SVD,0.25,5,0.0049932003021240234,0.0010073184967041016
synthetic,Paris,4.0,SVD,0.25,5,0.0049953460693359375,0.00099945068359375
synthetic,Paris,1.0,k-NN,0.25,5,0.0009894371032714844,0.004000425338745117
synthetic,Paris,2.0,k-NN,0.25,5,0.001001119613647461,0.004076957702636719
synthetic,Paris,3.0,k-NN,0.25,5,0.0,0.003841400146484375
synthetic,Paris,4.0,k-NN,0.25,5,0.0,0.0029141902923583984
synthetic,Paris,1.0,NMF,0.25,5,0.007671833038330078,0.0030481815338134766
synthetic,Paris,2.0,NMF,0.25,5,0.008611202239990234,0.0010001659393310547
synthetic,Paris,3.0,NMF,0.25,5,0.008227109909057617,0.0020225048065185547
synthetic,Paris,4.0,NMF,0.25,5,0.008507490158081055,0.002140045166015625
synthetic,Paris,1.0,Co-Clustering,0.25,5,0.02265334129333496,0.0024983882904052734
synthetic,Paris,2.0,Co-Clustering,0.25,5,0.01746535301208496,0.0019903182983398438
synthetic,Paris,3.0,Co-Clustering,0.25,5,0.014270305633544922,0.0010027885437011719
synthetic,Paris,4.0,Co-Clustering,0.25,5,0.013027191162109375,0.000997304916381836
synthetic,Paris,1.0,SlopeOne,0.25,5,0.0021877288818359375,0.008436441421508789
synthetic,Paris,2.0,SlopeOne,0.25,5,0.002201080322265625,0.009894132614135742
synthetic,Paris,3.0,SlopeOne,0.25,5,0.0009996891021728516,0.005568981170654297
synthetic,Paris,4.0,SlopeOne,0.25,5,0.001005411148071289,0.003951311111450195
synthetic,Not-Applicable,,NormalPredictor,0.1,1,0.0019991397857666016,0.0009999275207519531
synthetic,Not-Applicable,,SVD,0.1,1,0.028110027313232422,0.0019996166229248047
synthetic,Not-Applicable,,k-NN,0.1,1,0.004002094268798828,0.021625995635986328
synthetic,Not-Applicable,,NMF,0.1,1,0.02701258659362793,0.003009319305419922
synthetic,Not-Applicable,,Co-Clustering,0.1,1,0.049721479415893555,0.0019969940185546875
synthetic,Not-Applicable,,SlopeOne,0.1,1,0.003083944320678711,0.0067691802978515625
synthetic,Louvain,1.0,NormalPredictor,0.1,1,0.002506732940673828,0.0020225048065185547
synthetic,Louvain,2.0,NormalPredictor,0.1,1,0.0,0.0010805130004882812
synthetic,Louvain,3.0,NormalPredictor,0.1,1,0.0009996891021728516,0.0
synthetic,Louvain,1.0,SVD,0.1,1,0.014667749404907227,0.0015985965728759766
synthetic,Louvain,2.0,SVD,0.1,1,0.005590200424194336,0.0010941028594970703
synthetic,Louvain,3.0,SVD,0.1,1,0.0049877166748046875,0.0
synthetic,Louvain,1.0,k-NN,0.1,1,0.0010018348693847656,0.006661415100097656
synthetic,Louvain,2.0,k-NN,0.1,1,0.0009417533874511719,0.002052783966064453
synthetic,Louvain,3.0,k-NN,0.1,1,0.001001119613647461,0.0010745525360107422
synthetic,Louvain,1.0,NMF,0.1,1,0.01780986785888672,0.0009827613830566406
synthetic,Louvain,2.0,NMF,0.1,1,0.010480403900146484,0.0010001659393310547
synthetic,Louvain,3.0,NMF,0.1,1,0.007608175277709961,0.0010027885437011719
synthetic,Louvain,1.0,Co-Clustering,0.1,1,0.028253793716430664,0.0020017623901367188
synthetic,Louvain,2.0,Co-Clustering,0.1,1,0.014106988906860352,0.0010020732879638672
synthetic,Louvain,3.0,Co-Clustering,0.1,1,0.015004158020019531,0.0
synthetic,Louvain,1.0,SlopeOne,0.1,1,0.0021936893463134766,0.005381345748901367
synthetic,Louvain,2.0,SlopeOne,0.1,1,0.0010848045349121094,0.002204418182373047
synthetic,Louvain,3.0,SlopeOne,0.1,1,0.0009968280792236328,0.0016710758209228516
synthetic,Paris,1.0,NormalPredictor,0.1,1,0.0009999275207519531,0.0015802383422851562
synthetic,Paris,2.0,NormalPredictor,0.1,1,0.0020809173583984375,0.0009965896606445312
synthetic,Paris,3.0,NormalPredictor,0.1,1,0.0,0.0
synthetic,Paris,4.0,NormalPredictor,0.1,1,0.001550912857055664,0.0
synthetic,Paris,1.0,SVD,0.1,1,0.008201360702514648,0.0010094642639160156
synthetic,Paris,2.0,SVD,0.1,1,0.007291555404663086,0.001961231231689453
synthetic,Paris,3.0,SVD,0.1,1,0.006081342697143555,0.0
synthetic,Paris,4.0,SVD,0.1,1,0.006147861480712891,0.00099945068359375
synthetic,Paris,1.0,k-NN,0.1,1,0.0,0.0030059814453125
synthetic,Paris,2.0,k-NN,0.1,1,0.0,0.0019986629486083984
synthetic,Paris,3.0,k-NN,0.1,1,0.001024007797241211,0.0015232563018798828
synthetic,Paris,4.0,k-NN,0.1,1,0.0,0.0010008811950683594
synthetic,Paris,1.0,NMF,0.1,1,0.012115716934204102,0.0010037422180175781
synthetic,Paris,2.0,NMF,0.1,1,0.011720657348632812,0.0009996891021728516
synthetic,Paris,3.0,NMF,0.1,1,0.010672807693481445,0.0010330677032470703
synthetic,Paris,4.0,NMF,0.1,1,0.007843017578125,0.00099945068359375
synthetic,Paris,1.0,Co-Clustering,0.1,1,0.020367145538330078,0.0010409355163574219
synthetic,Paris,2.0,Co-Clustering,0.1,1,0.018974781036376953,0.001074075698852539
synthetic,Paris,3.0,Co-Clustering,0.1,1,0.0183718204498291,0.0
synthetic,Paris,4.0,Co-Clustering,0.1,1,0.015524625778198242,0.0
synthetic,Paris,1.0,SlopeOne,0.1,1,0.0019996166229248047,0.012206315994262695
synthetic,Paris,2.0,SlopeOne,0.1,1,0.006304025650024414,0.005511760711669922
synthetic,Paris,3.0,SlopeOne,0.1,1,0.0019998550415039062,0.005525350570678711
synthetic,Paris,4.0,SlopeOne,0.1,1,0.0009996891021728516,0.003063678741455078
synthetic,Not-Applicable,,NormalPredictor,0.1,2,0.00510096549987793,0.001998424530029297
synthetic,Not-Applicable,,SVD,0.1,2,0.025048017501831055,0.0032806396484375
synthetic,Not-Applicable,,k-NN,0.1,2,0.0020380020141601562,0.021312236785888672
synthetic,Not-Applicable,,NMF,0.1,2,0.02982044219970703,0.0016827583312988281
synthetic,Not-Applicable,,Co-Clustering,0.1,2,0.04844355583190918,0.001161813735961914
synthetic,Not-Applicable,,SlopeOne,0.1,2,0.004081249237060547,0.008601665496826172
synthetic,Louvain,1.0,NormalPredictor,0.1,2,0.002079486846923828,0.0009992122650146484
synthetic,Louvain,2.0,NormalPredictor,0.1,2,0.0,0.0010118484497070312
synthetic,Louvain,3.0,NormalPredictor,0.1,2,0.0,0.0009968280792236328
synthetic,Louvain,1.0,SVD,0.1,2,0.01624608039855957,0.002076387405395508
synthetic,Louvain,2.0,SVD,0.1,2,0.005691051483154297,0.0010194778442382812
synthetic,Louvain,3.0,SVD,0.1,2,0.0054323673248291016,0.0010018348693847656
synthetic,Louvain,1.0,k-NN,0.1,2,0.0010006427764892578,0.007827043533325195
synthetic,Louvain,2.0,k-NN,0.1,2,0.0017514228820800781,0.00099945068359375
synthetic,Louvain,3.0,k-NN,0.1,2,0.0,0.0010006427764892578
synthetic,Louvain,1.0,NMF,0.1,2,0.01893162727355957,0.002074718475341797
synthetic,Louvain,2.0,NMF,0.1,2,0.00800013542175293,0.0005784034729003906
synthetic,Louvain,3.0,NMF,0.1,2,0.008606195449829102,0.0006039142608642578
synthetic,Louvain,1.0,Co-Clustering,0.1,2,0.029513835906982422,0.0019974708557128906
synthetic,Louvain,2.0,Co-Clustering,0.1,2,0.01480245590209961,0.0
synthetic,Louvain,3.0,Co-Clustering,0.1,2,0.015114784240722656,0.0006024837493896484
synthetic,Louvain,1.0,SlopeOne,0.1,2,0.0040130615234375,0.004641294479370117
synthetic,Louvain,2.0,SlopeOne,0.1,2,0.0009965896606445312,0.0010058879852294922
synthetic,Louvain,3.0,SlopeOne,0.1,2,0.0015888214111328125,0.0012481212615966797
synthetic,Paris,1.0,NormalPredictor,0.1,2,0.002012491226196289,0.0020024776458740234
synthetic,Paris,2.0,NormalPredictor,0.1,2,0.002003908157348633,0.0010001659393310547
synthetic,Paris,1.0,SVD,0.1,2,0.01850152015686035,0.001973390579223633
synthetic,Paris,2.0,SVD,0.1,2,0.012410640716552734,0.0015079975128173828
synthetic,Paris,1.0,k-NN,0.1,2,0.002000570297241211,0.006604909896850586
synthetic,Paris,2.0,k-NN,0.1,2,0.0,0.005034208297729492
synthetic,Paris,1.0,NMF,0.1,2,0.020176410675048828,0.0010023117065429688
synthetic,Paris,2.0,NMF,0.1,2,0.018030166625976562,0.0015153884887695312
synthetic,Paris,1.0,Co-Clustering,0.1,2,0.029026269912719727,0.00103759765625
synthetic,Paris,2.0,Co-Clustering,0.1,2,0.021785974502563477,0.0010068416595458984
synthetic,Paris,1.0,SlopeOne,0.1,2,0.0019981861114501953,0.004002571105957031
synthetic,Paris,2.0,SlopeOne,0.1,2,0.0019998550415039062,0.003933429718017578
synthetic,Not-Applicable,,NormalPredictor,0.1,3,0.0036814212799072266,0.001996755599975586
synthetic,Not-Applicable,,SVD,0.1,3,0.026341915130615234,0.002074003219604492
synthetic,Not-Applicable,,k-NN,0.1,3,0.0029976367950439453,0.019193410873413086
synthetic,Not-Applicable,,NMF,0.1,3,0.028921842575073242,0.002000570297241211
synthetic,Not-Applicable,,Co-Clustering,0.1,3,0.04708123207092285,0.0019969940185546875
synthetic,Not-Applicable,,SlopeOne,0.1,3,0.003854513168334961,0.008571624755859375
synthetic,Louvain,1.0,NormalPredictor,0.1,3,0.0009996891021728516,0.0
synthetic,Louvain,2.0,NormalPredictor,0.1,3,0.0005078315734863281,0.0
synthetic,Louvain,3.0,NormalPredictor,0.1,3,0.001003265380859375,0.0
synthetic,Louvain,4.0,NormalPredictor,0.1,3,0.0010190010070800781,0.0010006427764892578
synthetic,Louvain,1.0,SVD,0.1,3,0.003998994827270508,0.0
synthetic,Louvain,2.0,SVD,0.1,3,0.006520748138427734,0.0
synthetic,Louvain,3.0,SVD,0.1,3,0.0056362152099609375,0.0009999275207519531
synthetic,Louvain,4.0,SVD,0.1,3,0.011094331741333008,0.0016262531280517578
synthetic,Louvain,1.0,k-NN,0.1,3,0.0,0.0010144710540771484
synthetic,Louvain,2.0,k-NN,0.1,3,0.0,0.0019965171813964844
synthetic,Louvain,3.0,k-NN,0.1,3,0.0005075931549072266,0.001003265380859375
synthetic,Louvain,4.0,k-NN,0.1,3,0.0,0.004000663757324219
synthetic,Louvain,1.0,NMF,0.1,3,0.010068416595458984,0.0
synthetic,Louvain,2.0,NMF,0.1,3,0.008542537689208984,0.0010073184967041016
synthetic,Louvain,3.0,NMF,0.1,3,0.007508277893066406,0.0009999275207519531
synthetic,Louvain,4.0,NMF,0.1,3,0.01360630989074707,0.0010077953338623047
synthetic,Louvain,1.0,Co-Clustering,0.1,3,0.01159977912902832,0.0010495185852050781
synthetic,Louvain,2.0,Co-Clustering,0.1,3,0.012311220169067383,0.0
synthetic,Louvain,3.0,Co-Clustering,0.1,3,0.014550209045410156,0.0009613037109375
synthetic,Louvain,4.0,Co-Clustering,0.1,3,0.02437591552734375,0.0010039806365966797
