dataset,community_detector,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
synthetic,Louvain,2.0,SVD,0.01,5,0.007055997848510742,0.0
synthetic,Louvain,3.0,SVD,0.01,5,0.00588226318359375,0.0
synthetic,Louvain,1.0,k-NN,0.01,5,0.0016295909881591797,0.001018524169921875
synthetic,Louvain,2.0,k-NN,0.01,5,0.0,0.0
synthetic,Louvain,3.0,k-NN,0.01,5,0.0,0.0
synthetic,Louvain,1.0,NMF,0.01,5,0.019501209259033203,0.0015103816986083984
synthetic,Louvain,2.0,NMF,0.01,5,0.009926557540893555,0.0
synthetic,Louvain,3.0,NMF,0.01,5,0.007512331008911133,0.0
synthetic,Louvain,1.0,Co-Clustering,0.01,5,0.03055095672607422,0.0009996891021728516
synthetic,Louvain,2.0,Co-Clustering,0.01,5,0.013806581497192383,0.0
synthetic,Louvain,3.0,Co-Clustering,0.01,5,0.016091108322143555,0.0
synthetic,Louvain,1.0,SlopeOne,0.01,5,0.0030357837677001953,0.0009641647338867188
synthetic,Louvain,2.0,SlopeOne,0.01,5,0.0005049705505371094,0.0
synthetic,Louvain,3.0,SlopeOne,0.01,5,0.0010013580322265625,0.0
synthetic,Paris,1.0,NormalPredictor,0.01,5,0.0015909671783447266,0.0
synthetic,Paris,2.0,NormalPredictor,0.01,5,0.0010480880737304688,0.0
synthetic,Paris,3.0,NormalPredictor,0.01,5,0.0,0.0
synthetic,Paris,4.0,NormalPredictor,0.01,5,0.0,0.0010695457458496094
synthetic,Paris,1.0,SVD,0.01,5,0.00951075553894043,0.0
synthetic,Paris,2.0,SVD,0.01,5,0.006834983825683594,0.0
synthetic,Paris,3.0,SVD,0.01,5,0.006829977035522461,0.0
synthetic,Paris,4.0,SVD,0.01,5,0.006459236145019531,0.0
synthetic,Paris,1.0,k-NN,0.01,5,0.0010175704956054688,0.0
synthetic,Paris,2.0,k-NN,0.01,5,0.0009992122650146484,0.0
synthetic,Paris,3.0,k-NN,0.01,5,0.0,0.0
synthetic,Paris,4.0,k-NN,0.01,5,0.0,0.0
synthetic,Paris,1.0,NMF,0.01,5,0.012182474136352539,0.0
synthetic,Paris,2.0,NMF,0.01,5,0.010840177536010742,0.0009846687316894531
synthetic,Paris,3.0,NMF,0.01,5,0.009742498397827148,0.0
synthetic,Paris,4.0,NMF,0.01,5,0.008435249328613281,0.0
synthetic,Paris,1.0,Co-Clustering,0.01,5,0.023316383361816406,0.0010018348693847656
synthetic,Paris,2.0,Co-Clustering,0.01,5,0.0170900821685791,0.0
synthetic,Paris,3.0,Co-Clustering,0.01,5,0.016086339950561523,0.0
synthetic,Paris,4.0,Co-Clustering,0.01,5,0.014542341232299805,0.0
synthetic,Paris,1.0,SlopeOne,0.01,5,0.0016145706176757812,0.0010013580322265625
synthetic,Paris,2.0,SlopeOne,0.01,5,0.0010001659393310547,0.0
synthetic,Paris,3.0,SlopeOne,0.01,5,0.0,0.0015053749084472656
synthetic,Paris,4.0,SlopeOne,0.01,5,0.0009996891021728516,0.0
real,Not-Applicable,,NormalPredictor,0.25,1,0.11135697364807129,0.12198591232299805
real,Not-Applicable,,SVD,0.25,1,0.9318573474884033,0.32616162300109863
real,Not-Applicable,,k-NN,0.25,1,0.39466047286987305,2.735788106918335
real,Not-Applicable,,NMF,0.25,1,1.030921459197998,0.10751533508300781
real,Not-Applicable,,Co-Clustering,0.25,1,1.3851079940795898,0.1999976634979248
real,Not-Applicable,,SlopeOne,0.25,1,0.4160912036895752,2.0218985080718994
real,Louvain,1.0,NormalPredictor,0.25,1,0.010997533798217773,0.020000457763671875
real,Louvain,2.0,NormalPredictor,0.25,1,0.013999462127685547,0.030000686645507812
real,Louvain,3.0,NormalPredictor,0.25,1,0.015999555587768555,0.03400921821594238
real,Louvain,4.0,NormalPredictor,0.25,1,0.024013757705688477,0.038985490798950195
real,Louvain,1.0,SVD,0.25,1,0.08100056648254395,0.021001815795898438
real,Louvain,2.0,SVD,0.25,1,0.1309208869934082,0.03409886360168457
real,Louvain,3.0,SVD,0.25,1,0.13199877738952637,0.03399991989135742
real,Louvain,4.0,SVD,0.25,1,0.17699909210205078,0.06609129905700684
real,Louvain,1.0,k-NN,0.25,1,0.00606989860534668,0.08359169960021973
real,Louvain,2.0,k-NN,0.25,1,0.013069391250610352,0.20200037956237793
real,Louvain,3.0,k-NN,0.25,1,0.02003955841064453,0.22691893577575684
real,Louvain,4.0,k-NN,0.25,1,0.021999597549438477,0.48432326316833496
real,Louvain,1.0,NMF,0.25,1,0.11591982841491699,0.023047924041748047
real,Louvain,2.0,NMF,0.25,1,0.16307282447814941,0.03200936317443848
real,Louvain,3.0,NMF,0.25,1,0.17099285125732422,0.030996322631835938
real,Louvain,4.0,NMF,0.25,1,0.21799445152282715,0.04300832748413086
real,Louvain,1.0,Co-Clustering,0.25,1,0.22299671173095703,0.01399993896484375
real,Louvain,2.0,Co-Clustering,0.25,1,0.2663884162902832,0.024000167846679688
real,Louvain,3.0,Co-Clustering,0.25,1,0.27699851989746094,0.024999618530273438
real,Louvain,4.0,Co-Clustering,0.25,1,0.38669395446777344,0.038041114807128906
real,Louvain,1.0,SlopeOne,0.25,1,0.04552054405212402,0.17000412940979004
real,Louvain,2.0,SlopeOne,0.25,1,0.08814358711242676,0.3713243007659912
real,Louvain,3.0,SlopeOne,0.25,1,0.10927319526672363,0.3609912395477295
real,Louvain,4.0,SlopeOne,0.25,1,0.12007856369018555,0.5329384803771973
real,Paris,1.0,NormalPredictor,0.25,1,0.020998716354370117,0.03800058364868164
real,Paris,2.0,NormalPredictor,0.25,1,0.025958776473999023,0.051035165786743164
real,Paris,3.0,NormalPredictor,0.25,1,0.0279386043548584,0.05104947090148926
real,Paris,1.0,SVD,0.25,1,0.18807697296142578,0.17100310325622559
real,Paris,2.0,SVD,0.25,1,0.19499731063842773,0.04899930953979492
real,Paris,3.0,SVD,0.25,1,0.1679987907409668,0.043998003005981445
real,Paris,1.0,k-NN,0.25,1,0.026000261306762695,0.3669450283050537
real,Paris,2.0,k-NN,0.25,1,0.030998706817626953,0.42234110832214355
real,Paris,3.0,k-NN,0.25,1,0.02307605743408203,0.3079366683959961
real,Paris,1.0,NMF,0.25,1,0.21567487716674805,0.0370020866394043
real,Paris,2.0,NMF,0.25,1,0.2649679183959961,0.04808187484741211
real,Paris,3.0,NMF,0.25,1,0.21404457092285156,0.04550051689147949
real,Paris,1.0,Co-Clustering,0.25,1,0.3500804901123047,0.03139042854309082
real,Paris,2.0,Co-Clustering,0.25,1,0.40991950035095215,0.04307389259338379
real,Paris,3.0,Co-Clustering,0.25,1,0.36603379249572754,0.030007600784301758
real,Paris,1.0,SlopeOne,0.25,1,0.08808135986328125,0.394942045211792
real,Paris,2.0,SlopeOne,0.25,1,0.14692139625549316,0.6509983539581299
real,Paris,3.0,SlopeOne,0.25,1,0.11380624771118164,0.48192453384399414
real,Not-Applicable,,NormalPredictor,0.25,2,0.08291840553283691,0.12016439437866211
real,Not-Applicable,,SVD,0.25,2,0.7240371704101562,0.12201333045959473
real,Not-Applicable,,k-NN,0.25,2,0.29841089248657227,2.7458508014678955
real,Not-Applicable,,NMF,0.25,2,1.0155625343322754,0.13137602806091309
real,Not-Applicable,,Co-Clustering,0.25,2,1.326005458831787,0.09100651741027832
real,Not-Applicable,,SlopeOne,0.25,2,0.43108129501342773,2.0691044330596924
real,Louvain,1.0,NormalPredictor,0.25,2,0.025998592376708984,0.053926944732666016
real,Louvain,2.0,NormalPredictor,0.25,2,0.019919157028198242,0.03107905387878418
real,Louvain,3.0,NormalPredictor,0.25,2,0.02600550651550293,0.045983314514160156
real,Louvain,1.0,SVD,0.25,2,0.23902606964111328,0.07505226135253906
real,Louvain,2.0,SVD,0.25,2,0.147430419921875,0.03300023078918457
real,Louvain,3.0,SVD,0.25,2,0.19991421699523926,0.04700040817260742
real,Louvain,1.0,k-NN,0.25,2,0.032000064849853516,0.48886561393737793
real,Louvain,2.0,k-NN,0.25,2,0.016991376876831055,0.1899261474609375
real,Louvain,3.0,k-NN,0.25,2,0.03207087516784668,0.4089951515197754
real,Louvain,1.0,NMF,0.25,2,0.3293170928955078,0.051000118255615234
real,Louvain,2.0,NMF,0.25,2,0.17899870872497559,0.0279996395111084
real,Louvain,3.0,NMF,0.25,2,0.2389988899230957,0.045999765396118164
real,Louvain,1.0,Co-Clustering,0.25,2,0.4564685821533203,0.04399991035461426
real,Louvain,2.0,Co-Clustering,0.25,2,0.290996789932251,0.0240325927734375
real,Louvain,3.0,Co-Clustering,0.25,2,0.3871440887451172,0.04292035102844238
real,Louvain,1.0,SlopeOne,0.25,2,0.1380019187927246,0.6450021266937256
real,Louvain,2.0,SlopeOne,0.25,2,0.08604311943054199,0.3637971878051758
real,Louvain,3.0,SlopeOne,0.25,2,0.12399482727050781,0.5390207767486572
real,Paris,1.0,NormalPredictor,0.25,2,0.018999338150024414,0.034000396728515625
real,Paris,2.0,NormalPredictor,0.25,2,0.018999814987182617,0.03099989891052246
real,Paris,3.0,NormalPredictor,0.25,2,0.009998321533203125,0.017000198364257812
real,Paris,4.0,NormalPredictor,0.25,2,0.010999441146850586,0.017000198364257812
real,Paris,5.0,NormalPredictor,0.25,2,0.008007287979125977,0.017444610595703125
real,Paris,6.0,NormalPredictor,0.25,2,0.009000301361083984,0.012999773025512695
real,Paris,1.0,SVD,0.25,2,0.15920233726501465,0.04392242431640625
real,Paris,2.0,SVD,0.25,2,0.11925745010375977,0.03299999237060547
real,Paris,3.0,SVD,0.25,2,0.07907867431640625,0.0240018367767334
real,Paris,4.0,SVD,0.25,2,0.07592511177062988,0.020076274871826172
real,Paris,5.0,SVD,0.25,2,0.061995744705200195,0.01808452606201172
real,Paris,6.0,SVD,0.25,2,0.04006600379943848,0.009006023406982422
real,Paris,1.0,k-NN,0.25,2,0.01805257797241211,0.2789881229400635
real,Paris,2.0,k-NN,0.25,2,0.013885021209716797,0.19087910652160645
real,Paris,3.0,k-NN,0.25,2,0.007996320724487305,0.09000182151794434
real,Paris,4.0,k-NN,0.25,2,0.005923032760620117,0.0720357894897461
real,Paris,5.0,k-NN,0.25,2,0.004000186920166016,0.044646263122558594
real,Paris,6.0,k-NN,0.25,2,0.003014087677001953,0.025412559509277344
real,Paris,1.0,NMF,0.25,2,0.24219441413879395,0.040990591049194336
real,Paris,2.0,NMF,0.25,2,0.17400002479553223,0.031072378158569336
real,Paris,3.0,NMF,0.25,2,0.11891937255859375,0.02106928825378418
real,Paris,4.0,NMF,0.25,2,0.10299515724182129,0.015002012252807617
real,Paris,5.0,NMF,0.25,2,0.0969853401184082,0.014951944351196289
real,Paris,6.0,NMF,0.25,2,0.06699657440185547,0.008941650390625
real,Paris,1.0,Co-Clustering,0.25,2,0.3965301513671875,0.02892780303955078
real,Paris,2.0,Co-Clustering,0.25,2,0.28493666648864746,0.024929523468017578
real,Paris,3.0,Co-Clustering,0.25,2,0.20368099212646484,0.01807260513305664
real,Paris,4.0,Co-Clustering,0.25,2,0.17600178718566895,0.013000965118408203
real,Paris,5.0,Co-Clustering,0.25,2,0.1792147159576416,0.019502878189086914
real,Paris,6.0,Co-Clustering,0.25,2,0.13525605201721191,0.007071971893310547
real,Paris,1.0,SlopeOne,0.25,2,0.12599492073059082,0.523003339767456
real,Paris,2.0,SlopeOne,0.25,2,0.09295821189880371,0.381655216217041
real,Paris,3.0,SlopeOne,0.25,2,0.0480802059173584,0.17599058151245117
real,Paris,4.0,SlopeOne,0.25,2,0.040924072265625,0.18207359313964844
real,Paris,5.0,SlopeOne,0.25,2,0.05691814422607422,0.176069974899292
real,Paris,6.0,SlopeOne,0.25,2,0.03930783271789551,0.0769796371459961
real,Not-Applicable,,NormalPredictor,0.25,3,0.07499885559082031,0.10800027847290039
real,Not-Applicable,,SVD,0.25,3,0.6839966773986816,0.26980042457580566
real,Not-Applicable,,k-NN,0.25,3,0.2679934501647949,2.5687217712402344
real,Not-Applicable,,NMF,0.25,3,1.0283730030059814,0.10804510116577148
real,Not-Applicable,,Co-Clustering,0.25,3,1.391920804977417,0.25074052810668945
real,Not-Applicable,,SlopeOne,0.25,3,0.40747904777526855,2.1116273403167725
real,Louvain,1.0,NormalPredictor,0.25,3,0.005991697311401367,0.01496434211730957
real,Louvain,2.0,NormalPredictor,0.25,3,0.012951850891113281,0.020044803619384766
real,Louvain,3.0,NormalPredictor,0.25,3,0.026004791259765625,0.047963857650756836
real,Louvain,4.0,NormalPredictor,0.25,3,0.028002500534057617,0.043929100036621094
real,Louvain,1.0,SVD,0.25,3,0.04307198524475098,0.012990236282348633
real,Louvain,2.0,SVD,0.25,3,0.10102295875549316,0.024965763092041016
real,Louvain,3.0,SVD,0.25,3,0.221893310546875,0.052019357681274414
real,Louvain,4.0,SVD,0.25,3,0.18836045265197754,0.04600095748901367
real,Louvain,1.0,k-NN,0.25,3,0.002000570297241211,0.03000187873840332
real,Louvain,2.0,k-NN,0.25,3,0.009071826934814453,0.13592123985290527
real,Louvain,3.0,k-NN,0.25,3,0.03747153282165527,0.466001033782959
real,Louvain,4.0,k-NN,0.25,3,0.026072025299072266,0.39423441886901855
real,Louvain,1.0,NMF,0.25,3,0.09496045112609863,0.0140380859375
real,Louvain,2.0,NMF,0.25,3,0.13500022888183594,0.01998734474182129
real,Louvain,3.0,NMF,0.25,3,0.27229762077331543,0.04999518394470215
real,Louvain,4.0,NMF,0.25,3,0.2259218692779541,0.042073965072631836
real,Louvain,1.0,Co-Clustering,0.25,3,0.17131280899047852,0.01101374626159668
real,Louvain,2.0,Co-Clustering,0.25,3,0.22392845153808594,0.016999006271362305
real,Louvain,3.0,Co-Clustering,0.25,3,0.41899609565734863,0.037999868392944336
real,Louvain,4.0,Co-Clustering,0.25,3,0.3861997127532959,0.032999277114868164
real,Louvain,1.0,SlopeOne,0.25,3,0.031000137329101562,0.10599970817565918
real,Louvain,2.0,SlopeOne,0.25,3,0.06599736213684082,0.3330817222595215
real,Louvain,3.0,SlopeOne,0.25,3,0.15392088890075684,0.713998556137085
real,Louvain,4.0,SlopeOne,0.25,3,0.11103367805480957,0.49796390533447266
real,Paris,1.0,NormalPredictor,0.25,3,0.03309750556945801,0.07343626022338867
real,Paris,2.0,NormalPredictor,0.25,3,0.028992414474487305,0.04300236701965332
real,Paris,3.0,NormalPredictor,0.25,3,0.01799941062927246,0.029999732971191406
real,Paris,1.0,SVD,0.25,3,0.25347304344177246,0.18599963188171387
real,Paris,2.0,SVD,0.25,3,0.19506335258483887,0.04799962043762207
real,Paris,3.0,SVD,0.25,3,0.16460609436035156,0.033994197845458984
real,Paris,1.0,k-NN,0.25,3,0.0390782356262207,0.5439920425415039
real,Paris,2.0,k-NN,0.25,3,0.027919292449951172,0.40734028816223145
real,Paris,3.0,k-NN,0.25,3,0.01600813865661621,0.17891287803649902
real,Paris,1.0,NMF,0.25,3,0.3119969367980957,0.05200004577636719
real,Paris,2.0,NMF,0.25,3,0.2590446472167969,0.1760721206665039
real,Paris,3.0,NMF,0.25,3,0.17399311065673828,0.02800583839416504
real,Paris,1.0,Co-Clustering,0.25,3,0.48734116554260254,0.04407691955566406
real,Paris,2.0,Co-Clustering,0.25,3,0.4179060459136963,0.034018516540527344
real,Paris,3.0,Co-Clustering,0.25,3,0.28208136558532715,0.024994611740112305
real,Paris,1.0,SlopeOne,0.25,3,0.15792584419250488,0.6913962364196777
real,Paris,2.0,SlopeOne,0.25,3,0.11099910736083984,0.5175902843475342
real,Paris,3.0,SlopeOne,0.25,3,0.1090848445892334,0.39098358154296875
real,Not-Applicable,,NormalPredictor,0.25,4,0.08101320266723633,0.1079874038696289
real,Not-Applicable,,SVD,0.25,4,0.7454268932342529,0.1245107650756836
real,Not-Applicable,,k-NN,0.25,4,0.26592588424682617,2.753309488296509
real,Not-Applicable,,NMF,0.25,4,1.045022964477539,0.11699914932250977
real,Not-Applicable,,Co-Clustering,0.25,4,1.3739244937896729,0.09699845314025879
real,Not-Applicable,,SlopeOne,0.25,4,0.43157505989074707,2.073734760284424
real,Louvain,1.0,NormalPredictor,0.25,4,0.021999359130859375,0.04783487319946289
real,Louvain,2.0,NormalPredictor,0.25,4,0.024703025817871094,0.05591750144958496
real,Louvain,3.0,NormalPredictor,0.25,4,0.02408885955810547,0.0359804630279541
real,Louvain,1.0,SVD,0.25,4,0.16699004173278809,0.03692793846130371
real,Louvain,2.0,SVD,0.25,4,0.23799777030944824,0.06064152717590332
real,Louvain,3.0,SVD,0.25,4,0.15799927711486816,0.055023908615112305
real,Louvain,1.0,k-NN,0.25,4,0.017075300216674805,0.2619955539703369
real,Louvain,2.0,k-NN,0.25,4,0.03887748718261719,0.8683953285217285
real,Louvain,3.0,k-NN,0.25,4,0.022604703903198242,0.29875779151916504
real,Louvain,1.0,NMF,0.25,4,0.21499919891357422,0.03500723838806152
real,Louvain,2.0,NMF,0.25,4,0.3364706039428711,0.05261707305908203
real,Louvain,3.0,NMF,0.25,4,0.20299792289733887,0.03599953651428223
real,Louvain,1.0,Co-Clustering,0.25,4,0.32000160217285156,0.03001117706298828
real,Louvain,2.0,Co-Clustering,0.25,4,0.5103473663330078,0.039998531341552734
real,Louvain,3.0,Co-Clustering,0.25,4,0.3165857791900635,0.03199958801269531
real,Louvain,1.0,SlopeOne,0.25,4,0.09511232376098633,0.4353513717651367
real,Louvain,2.0,SlopeOne,0.25,4,0.16392207145690918,0.7462747097015381
real,Louvain,3.0,SlopeOne,0.25,4,0.09685134887695312,0.39806532859802246
real,Paris,1.0,NormalPredictor,0.25,4,0.012000560760498047,0.019440650939941406
real,Paris,2.0,NormalPredictor,0.25,4,0.005439043045043945,0.01127481460571289
real,Paris,3.0,NormalPredictor,0.25,4,0.00626373291015625,0.013005256652832031
real,Paris,4.0,NormalPredictor,0.25,4,0.005000591278076172,0.009927749633789062
real,Paris,5.0,NormalPredictor,0.25,4,0.006011962890625,0.00700688362121582
real,Paris,6.0,NormalPredictor,0.25,4,0.004004955291748047,0.008923768997192383
real,Paris,7.0,NormalPredictor,0.25,4,0.0060002803802490234,0.00800013542175293
real,Paris,8.0,NormalPredictor,0.25,4,0.002998828887939453,0.008000373840332031
real,Paris,9.0,NormalPredictor,0.25,4,0.0029985904693603516,0.007000446319580078
real,Paris,10.0,NormalPredictor,0.25,4,0.0029993057250976562,0.00599980354309082
real,Paris,11.0,NormalPredictor,0.25,4,0.0010001659393310547,0.0030074119567871094
real,Paris,12.0,NormalPredictor,0.25,4,0.001999378204345703,0.0050013065338134766
real,Paris,13.0,NormalPredictor,0.25,4,0.0009996891021728516,0.001999378204345703
real,Paris,14.0,NormalPredictor,0.25,4,0.0019998550415039062,0.0039997100830078125
real,Paris,15.0,NormalPredictor,0.25,4,0.0010006427764892578,0.0019986629486083984
real,Paris,16.0,NormalPredictor,0.25,4,0.0009641647338867188,0.0019991397857666016
real,Paris,17.0,NormalPredictor,0.25,4,0.0019998550415039062,0.003999948501586914
real,Paris,18.0,NormalPredictor,0.25,4,0.0010006427764892578,0.0029985904693603516
real,Paris,19.0,NormalPredictor,0.25,4,0.0010001659393310547,0.0009999275207519531
real,Paris,20.0,NormalPredictor,0.25,4,0.0010006427764892578,0.0009999275207519531
real,Paris,1.0,SVD,0.25,4,0.1014404296875,0.022997379302978516
real,Paris,2.0,SVD,0.25,4,0.06520605087280273,0.013000011444091797
real,Paris,3.0,SVD,0.25,4,0.05699944496154785,0.014999866485595703
real,Paris,4.0,SVD,0.25,4,0.037999629974365234,0.012999773025512695
real,Paris,5.0,SVD,0.25,4,0.03499770164489746,0.009000062942504883
real,Paris,6.0,SVD,0.25,4,0.03198051452636719,0.007999897003173828
real,Paris,7.0,SVD,0.25,4,0.03898215293884277,0.009000062942504883
real,Paris,8.0,SVD,0.25,4,0.031999826431274414,0.007999658584594727
real,Paris,9.0,SVD,0.25,4,0.025999784469604492,0.005000114440917969
real,Paris,10.0,SVD,0.25,4,0.020999908447265625,0.00599980354309082
real,Paris,11.0,SVD,0.25,4,0.013000011444091797,0.004999637603759766
real,Paris,12.0,SVD,0.25,4,0.01999807357788086,0.004999876022338867
real,Paris,13.0,SVD,0.25,4,0.009999752044677734,0.0031023025512695312
real,Paris,14.0,SVD,0.25,4,0.02211737632751465,0.008144855499267578
real,Paris,15.0,SVD,0.25,4,0.0109405517578125,0.0021898746490478516
real,Paris,16.0,SVD,0.25,4,0.00872039794921875,0.003131389617919922
real,Paris,17.0,SVD,0.25,4,0.013637781143188477,0.0030019283294677734
real,Paris,18.0,SVD,0.25,4,0.014060735702514648,0.003927946090698242
real,Paris,19.0,SVD,0.25,4,0.009001731872558594,0.002004861831665039
real,Paris,20.0,SVD,0.25,4,0.004997968673706055,0.001924276351928711
real,Paris,1.0,k-NN,0.25,4,0.005997657775878906,0.06700348854064941
real,Paris,2.0,k-NN,0.25,4,0.0029935836791992188,0.03799915313720703
real,Paris,3.0,k-NN,0.25,4,0.0029282569885253906,0.0420689582824707
real,Paris,4.0,k-NN,0.25,4,0.0019707679748535156,0.027927875518798828
real,Paris,5.0,k-NN,0.25,4,0.0009937286376953125,0.0199582576751709
real,Paris,6.0,k-NN,0.25,4,0.0009989738464355469,0.019012928009033203
real,Paris,7.0,k-NN,0.25,4,0.002007722854614258,0.02099299430847168
real,Paris,8.0,k-NN,0.25,4,0.0010030269622802734,0.017002344131469727
real,Paris,9.0,k-NN,0.25,4,0.0010039806365966797,0.010926961898803711
real,Paris,10.0,k-NN,0.25,4,0.001007080078125,0.008922100067138672
real,Paris,11.0,k-NN,0.25,4,0.00099945068359375,0.005007743835449219
real,Paris,12.0,k-NN,0.25,4,0.0,0.008944272994995117
real,Paris,13.0,k-NN,0.25,4,0.0009975433349609375,0.0019960403442382812
real,Paris,14.0,k-NN,0.25,4,0.0,0.00796198844909668
real,Paris,15.0,k-NN,0.25,4,0.0010707378387451172,0.003003358840942383
real,Paris,16.0,k-NN,0.25,4,0.001001119613647461,0.002002716064453125
real,Paris,17.0,k-NN,0.25,4,0.0,0.0049211978912353516
real,Paris,18.0,k-NN,0.25,4,0.0,0.005963802337646484
real,Paris,19.0,k-NN,0.25,4,0.0,0.0019989013671875
real,Paris,20.0,k-NN,0.25,4,0.0,0.0019261837005615234
real,Paris,1.0,NMF,0.25,4,0.12800216674804688,0.015995264053344727
real,Paris,2.0,NMF,0.25,4,0.07800459861755371,0.010993719100952148
real,Paris,3.0,NMF,0.25,4,0.10348010063171387,0.01899862289428711
real,Paris,4.0,NMF,0.25,4,0.10796713829040527,0.010568857192993164
real,Paris,5.0,NMF,0.25,4,0.07794952392578125,0.013477325439453125
real,Paris,6.0,NMF,0.25,4,0.08696866035461426,0.009559154510498047
real,Paris,7.0,NMF,0.25,4,0.0742194652557373,0.008001089096069336
real,Paris,8.0,NMF,0.25,4,0.0640106201171875,0.009000062942504883
real,Paris,9.0,NMF,0.25,4,0.05044221878051758,0.009035348892211914
real,Paris,10.0,NMF,0.25,4,0.05212855339050293,0.0069959163665771484
real,Paris,11.0,NMF,0.25,4,0.0289919376373291,0.0059223175048828125
real,Paris,12.0,NMF,0.25,4,0.04996323585510254,0.00795292854309082
real,Paris,13.0,NMF,0.25,4,0.026999235153198242,0.0012209415435791016
real,Paris,14.0,NMF,0.25,4,0.04491233825683594,0.008048295974731445
real,Paris,15.0,NMF,0.25,4,0.03491806983947754,0.0029990673065185547
real,Paris,16.0,NMF,0.25,4,0.024948835372924805,0.0039522647857666016
real,Paris,17.0,NMF,0.25,4,0.03898763656616211,0.004060029983520508
real,Paris,18.0,NMF,0.25,4,0.03299689292907715,0.004001140594482422
real,Paris,19.0,NMF,0.25,4,0.027985811233520508,0.0040073394775390625
real,Paris,20.0,NMF,0.25,4,0.026001453399658203,0.0029993057250976562
real,Paris,1.0,Co-Clustering,0.25,4,0.3023808002471924,0.015000581741333008
real,Paris,2.0,Co-Clustering,0.25,4,0.1537647247314453,0.010086536407470703
real,Paris,3.0,Co-Clustering,0.25,4,0.1834101676940918,0.01400446891784668
real,Paris,4.0,Co-Clustering,0.25,4,0.15897846221923828,0.011058807373046875
real,Paris,5.0,Co-Clustering,0.25,4,0.15895652770996094,0.010004520416259766
real,Paris,6.0,Co-Clustering,0.25,4,0.17281746864318848,0.013487577438354492
real,Paris,7.0,Co-Clustering,0.25,4,0.13563299179077148,0.0069997310638427734
real,Paris,8.0,Co-Clustering,0.25,4,0.1192786693572998,0.0077364444732666016
real,Paris,9.0,Co-Clustering,0.25,4,0.1159982681274414,0.005000591278076172
real,Paris,10.0,Co-Clustering,0.25,4,0.08899879455566406,0.006000041961669922
real,Paris,11.0,Co-Clustering,0.25,4,0.05999898910522461,0.003000497817993164
real,Paris,12.0,Co-Clustering,0.25,4,0.08801150321960449,0.003997802734375
real,Paris,13.0,Co-Clustering,0.25,4,0.04906940460205078,0.001995086669921875
real,Paris,14.0,Co-Clustering,0.25,4,0.07699894905090332,0.003998756408691406
real,Paris,15.0,Co-Clustering,0.25,4,0.05602884292602539,0.001964092254638672
real,Paris,16.0,Co-Clustering,0.25,4,0.04600238800048828,0.00200653076171875
real,Paris,17.0,Co-Clustering,0.25,4,0.08004236221313477,0.004010200500488281
real,Paris,18.0,Co-Clustering,0.25,4,0.0712728500366211,0.0030107498168945312
real,Paris,19.0,Co-Clustering,0.25,4,0.044138431549072266,0.0010008811950683594
real,Paris,20.0,Co-Clustering,0.25,4,0.03600192070007324,0.001928091049194336
real,Paris,1.0,SlopeOne,0.25,4,0.07497239112854004,0.24904870986938477
real,Paris,2.0,SlopeOne,0.25,4,0.026999473571777344,0.08200335502624512
real,Paris,3.0,SlopeOne,0.25,4,0.032999277114868164,0.13764047622680664
real,Paris,4.0,SlopeOne,0.25,4,0.026570796966552734,0.09399890899658203
real,Paris,5.0,SlopeOne,0.25,4,0.021999835968017578,0.08100008964538574
real,Paris,6.0,SlopeOne,0.25,4,0.03399491310119629,0.07671999931335449
real,Paris,7.0,SlopeOne,0.25,4,0.031200885772705078,0.09900021553039551
real,Paris,8.0,SlopeOne,0.25,4,0.0319976806640625,0.09400057792663574
real,Paris,9.0,SlopeOne,0.25,4,0.018998384475708008,0.17299985885620117
real,Paris,10.0,SlopeOne,0.25,4,0.013997554779052734,0.035004615783691406
real,Paris,11.0,SlopeOne,0.25,4,0.004998683929443359,0.01300048828125
real,Paris,12.0,SlopeOne,0.25,4,0.015961885452270508,0.047226667404174805
real,Paris,13.0,SlopeOne,0.25,4,0.0039975643157958984,0.010001659393310547
real,Paris,14.0,SlopeOne,0.25,4,0.017996788024902344,0.05601191520690918
real,Paris,15.0,SlopeOne,0.25,4,0.009924650192260742,0.015002250671386719
real,Paris,16.0,SlopeOne,0.25,4,0.006925821304321289,0.008074283599853516
real,Paris,17.0,SlopeOne,0.25,4,0.011921882629394531,0.02207183837890625
real,Paris,18.0,SlopeOne,0.25,4,0.010999441146850586,0.03107595443725586
real,Paris,19.0,SlopeOne,0.25,4,0.004983186721801758,0.01206827163696289
real,Paris,20.0,SlopeOne,0.25,4,0.00507044792175293,0.004003286361694336
real,Not-Applicable,,NormalPredictor,0.25,5,0.08299636840820312,0.1083071231842041
real,Not-Applicable,,SVD,0.25,5,0.705916166305542,0.1546933650970459
real,Not-Applicable,,k-NN,0.25,5,0.24991798400878906,2.711498260498047
real,Not-Applicable,,NMF,0.25,5,1.0516409873962402,0.10725545883178711
real,Not-Applicable,,Co-Clustering,0.25,5,1.352781057357788,0.1168367862701416
real,Not-Applicable,,SlopeOne,0.25,5,0.39147281646728516,2.2038486003875732
real,Louvain,1.0,NormalPredictor,0.25,5,0.020035505294799805,0.04648876190185547
real,Louvain,2.0,NormalPredictor,0.25,5,0.022976160049438477,0.042000770568847656
real,Louvain,3.0,NormalPredictor,0.25,5,0.02200007438659668,0.03852391242980957
