dataset,community_detector,algorithm_rec,test_size,split_id,rmse,mse,mae
real,Paris,SVD,0.25,1,0.9613969532517843,0.9242841017218135,0.7580002895642417
real,Paris,k-NN,0.25,1,1.0179396010393222,1.0362010313640946,0.8008188514275858
real,Paris,NMF,0.25,1,1.0095474848801864,1.01918612422791,0.7909986511444824
real,Paris,Co-Clustering,0.25,1,1.0077200196494318,1.0154996380022514,0.7855630741684377
real,Paris,SlopeOne,0.25,1,0.9707607104070923,0.9423763568700825,0.760553101137378
real,Not-Applicable,NormalPredictor,0.25,2,1.5136442467078315,2.291118905591719,1.2173347354606752
real,Not-Applicable,SVD,0.25,2,0.9461117857082232,0.8951275110560027,0.7438588207900272
real,Not-Applicable,k-NN,0.25,2,0.9898780161665119,0.9798584868897492,0.7822389850219297
real,Not-Applicable,NMF,0.25,2,0.970274828150494,0.9414332421424708,0.7626900663512107
real,Not-Applicable,Co-Clustering,0.25,2,0.9749306299424085,0.9504897331999015,0.7612479824081343
real,Not-Applicable,SlopeOne,0.25,2,0.9534260677913811,0.9090212667441352,0.7485837217278646
real,Louvain,NormalPredictor,0.25,2,1.5045166944718613,2.263570483944536,1.2065203457826632
real,Louvain,SVD,0.25,2,0.9634076170031917,0.9281542364997685,0.7605884374817037
real,Louvain,k-NN,0.25,2,1.0161873439178681,1.0326367179388518,0.7997145954489026
real,Louvain,NMF,0.25,2,1.0170664261679347,1.034424115238015,0.7984711848171182
real,Louvain,Co-Clustering,0.25,2,1.006608931435902,1.0132615408465284,0.784822056625627
real,Louvain,SlopeOne,0.25,2,0.9759506672728706,0.9524797049503615,0.7656245097438908
real,Paris,NormalPredictor,0.25,2,1.5073093683498926,2.271981531915352,1.210479246843951
real,Paris,SVD,0.25,2,0.9827336803383871,0.9657654864714313,0.7778743465387755
real,Paris,k-NN,0.25,2,1.0548323511726665,1.1126712890804555,0.8300000604757672
real,Paris,NMF,0.25,2,1.0628487673459424,1.129647502248789,0.8336887621525712
real,Paris,Co-Clustering,0.25,2,1.0460646640158806,1.0942512813026573,0.8176965434609447
real,Paris,SlopeOne,0.25,2,1.0158463698297104,1.031943847096201,0.7969064874744988
real,Not-Applicable,NormalPredictor,0.25,3,1.5161342213161269,2.298662977045858,1.218177730139205
real,Not-Applicable,SVD,0.25,3,0.9329615285313073,0.8704172137194733,0.7351542528631472
real,Not-Applicable,k-NN,0.25,3,0.9760819161236167,0.9527359069835512,0.7710602254128961
real,Not-Applicable,NMF,0.25,3,0.9623870785561742,0.9261888889718879,0.7557268892853205
real,Not-Applicable,Co-Clustering,0.25,3,0.955380555687763,0.9127520061862588,0.7469067832941498
real,Not-Applicable,SlopeOne,0.25,3,0.9400818023059785,0.8837537950268568,0.7379290112049119
real,Louvain,NormalPredictor,0.25,3,1.4872831380946594,2.212011132860698,1.1930156608761027
real,Louvain,SVD,0.25,3,0.95585088303808,0.9136509106046772,0.7569140671788094
real,Louvain,k-NN,0.25,3,1.0059482477237016,1.0119318770983858,0.7922997694015503
real,Louvain,NMF,0.25,3,1.012388277710951,1.0249300248465456,0.7954348273351255
real,Louvain,Co-Clustering,0.25,3,1.0040347152986764,1.008085709524894,0.7847907681042962
real,Louvain,SlopeOne,0.25,3,0.9718985821139935,0.9445868539151909,0.7629018689168559
real,Paris,NormalPredictor,0.25,3,1.509691089564965,2.2791671859118505,1.212774677386753
real,Paris,SVD,0.25,3,0.9578653517250537,0.917506032035361,0.7565188529084095
real,Paris,k-NN,0.25,3,1.0113738719718603,1.0228771089073532,0.7987398654029757
real,Paris,NMF,0.25,3,1.0093748843888577,1.01883765723502,0.7914941462486876
real,Paris,Co-Clustering,0.25,3,0.9943464427831891,0.9887248482755819,0.776010825286754
real,Paris,SlopeOne,0.25,3,0.966962402492771,0.9350162878345917,0.7579549672242981
real,Not-Applicable,NormalPredictor,0.25,4,1.521389805435139,2.3146269400819697,1.2216237819864184
real,Not-Applicable,SVD,0.25,4,0.9440942597248129,0.8913139712453424,0.7445705039816527
real,Not-Applicable,k-NN,0.25,4,0.9853366765348829,0.9708883661248083,0.7806870062736085
real,Not-Applicable,NMF,0.25,4,0.9702140456922429,0.9413152944585096,0.7620538151178701
real,Not-Applicable,Co-Clustering,0.25,4,0.9703629682897628,0.9416042902281192,0.7594963464901103
real,Not-Applicable,SlopeOne,0.25,4,0.9501534978872661,0.902791669547407,0.746132428493232
real,Louvain,NormalPredictor,0.25,4,1.514041267627523,2.2923209600791568,1.2149875748319714
real,Louvain,SVD,0.25,4,0.9605285305477874,0.9226150579962917,0.7588535762721839
real,Louvain,k-NN,0.25,4,1.0116352170083722,1.0234058122915763,0.7977491929806105
real,Louvain,NMF,0.25,4,1.013666232004891,1.0275192299069935,0.7937451378416867
real,Louvain,Co-Clustering,0.25,4,1.0047653657799662,1.0095534402709492,0.7825814290499945
real,Louvain,SlopeOne,0.25,4,0.971566614534186,0.9439416864774196,0.7620751498034654
real,Paris,NormalPredictor,0.25,4,1.4987594944910394,2.246280022327036,1.201537431498684
real,Paris,SVD,0.25,4,1.0099515436061024,1.0200021204323488,0.804870257497797
real,Paris,k-NN,0.25,4,1.1203884150236156,1.2552702005191296,0.8763297909447709
real,Paris,NMF,0.25,4,1.1328636234529674,1.283379989342987,0.8936879233217722
real,Paris,Co-Clustering,0.25,4,1.1177310197641688,1.2493226325430487,0.8720214356360262
real,Paris,SlopeOne,0.25,4,1.0870024244810677,1.1815742708277193,0.8520600637807966
real,Not-Applicable,NormalPredictor,0.25,5,1.5169244452640316,2.30105977263959,1.2143206274131482
real,Not-Applicable,SVD,0.25,5,0.9371332994158471,0.8782188208740318,0.741753623747346
real,Not-Applicable,k-NN,0.25,5,0.9774907473977289,0.9554881612481707,0.7742433838287839
real,Not-Applicable,NMF,0.25,5,0.9581358284314336,0.9180242657239897,0.7537623006800227
real,Not-Applicable,Co-Clustering,0.25,5,0.9632672974648865,0.927883886365306,0.754152834004983
real,Not-Applicable,SlopeOne,0.25,5,0.9393172328389605,0.882316863908242,0.740278922171
real,Louvain,NormalPredictor,0.25,5,1.4940743257307796,2.2322580908078837,1.1959684730583604
real,Louvain,SVD,0.25,5,0.9627387236034187,0.9268658499255398,0.7632085055546461
real,Louvain,k-NN,0.25,5,1.0081702700602513,1.0164072934333601,0.7928155849301373
real,Louvain,NMF,0.25,5,1.0167245210814426,1.0337287517682887,0.7989403399434667
real,Louvain,Co-Clustering,0.25,5,1.007646417767375,1.0153513032394232,0.7867307573574046
real,Louvain,SlopeOne,0.25,5,0.9703560230886867,0.9415908115444919,0.7636871064368294
real,Paris,NormalPredictor,0.25,5,1.5045988247938378,2.263817623570998,1.2042159726894526
real,Paris,SVD,0.25,5,1.0007015981167053,1.001403688473328,0.7965805794606334
real,Paris,k-NN,0.25,5,1.1145652894969287,1.2422557845513722,0.8735268356064881
real,Paris,NMF,0.25,5,1.1187607725909265,1.251625666288247,0.8833140416500141
real,Paris,Co-Clustering,0.25,5,1.0994960777278342,1.2088916249388917,0.8588212715224114
real,Paris,SlopeOne,0.25,5,1.069396838706887,1.143609598636284,0.838688499205695
real,Not-Applicable,NormalPredictor,0.1,1,1.5212382788667862,2.314165901089582,1.2211787544332644
real,Not-Applicable,SVD,0.1,1,0.9230596995304348,0.8520392088972165,0.7283736467515681
real,Not-Applicable,k-NN,0.1,1,0.9665016245121583,0.934125390184641,0.7621541432998081
real,Not-Applicable,NMF,0.1,1,0.9559397577658479,0.9138208204774281,0.7536397712932572
real,Not-Applicable,Co-Clustering,0.1,1,0.943915642439433,0.8909767400418476,0.738472123118419
real,Not-Applicable,SlopeOne,0.1,1,0.9381221867916633,0.8800732373507723,0.7385192095903089
real,Louvain,NormalPredictor,0.1,1,1.4994782817618881,2.2484351174755846,1.2041429893399278
real,Louvain,SVD,0.1,1,0.9493105716931745,0.9011905615284218,0.7503471368836139
real,Louvain,k-NN,0.1,1,0.9933773439099329,0.9867985473935532,0.7774190277164033
real,Louvain,NMF,0.1,1,0.9980922349069983,0.9961881093816466,0.7799773433285864
real,Louvain,Co-Clustering,0.1,1,0.9875255703038468,0.9752067520039378,0.7654076711115289
real,Louvain,SlopeOne,0.1,1,0.9640832771562519,0.9294565652923383,0.7536193346874069
real,Paris,NormalPredictor,0.1,1,1.520771626453768,2.312746339826839,1.2268092320390915
real,Paris,SVD,0.1,1,0.9402254835401352,0.8840239598982811,0.741831534682331
real,Paris,k-NN,0.1,1,0.9880836322582995,0.9763092643367545,0.779254347582008
real,Paris,NMF,0.1,1,0.9817282963488376,0.9637904478519911,0.7673467260745414
real,Paris,Co-Clustering,0.1,1,0.9716324674142247,0.9440696517334544,0.7617471063371278
real,Paris,SlopeOne,0.1,1,0.9479736804564048,0.8986540988380619,0.7451804678376317
real,Not-Applicable,NormalPredictor,0.1,2,1.514716956886858,2.294367459480583,1.2133256098660574
real,Not-Applicable,SVD,0.1,2,0.9214160996017805,0.8490076286053583,0.7261404873053592
real,Not-Applicable,k-NN,0.1,2,0.9632540916813596,0.9278584451408811,0.7627291722843353
real,Not-Applicable,NMF,0.1,2,0.9476563548853918,0.8980525669546676,0.7473248903205073
real,Not-Applicable,Co-Clustering,0.1,2,0.9526363070701687,0.9075159335482887,0.7458860812804023
real,Not-Applicable,SlopeOne,0.1,2,0.9328661695011914,0.8702392901998255,0.7351659992240341
real,Louvain,NormalPredictor,0.1,2,1.4981067404913166,2.244323805905517,1.2023599986987272
real,Louvain,SVD,0.1,2,0.9420738163039639,0.8875030753655148,0.7444254580449797
real,Louvain,k-NN,0.1,2,0.9845354513365923,0.9693100549385475,0.775067164344641
real,Louvain,NMF,0.1,2,0.9885936969290637,0.9773174976078736,0.7747714108869184
real,Louvain,Co-Clustering,0.1,2,0.981816310560464,0.9639632676825615,0.7647658943498346
real,Louvain,SlopeOne,0.1,2,0.9476339613853819,0.8980101247709515,0.7440819579075786
real,Paris,NormalPredictor,0.1,2,1.505542507053053,2.266658240543592,1.2095285182883053
real,Paris,SVD,0.1,2,0.9395569605334235,0.8827672820868052,0.7387043616854729
real,Paris,k-NN,0.1,2,0.9870636886579056,0.9742947254669507,0.7800324409922427
real,Paris,NMF,0.1,2,0.9630572891607271,0.9274793422056082,0.7545268560091193
real,Paris,Co-Clustering,0.1,2,0.9735999227116813,0.9478968095041918,0.7620042806272704
real,Paris,SlopeOne,0.1,2,0.9430318693188388,0.8893091065509834,0.7393399303193781
real,Not-Applicable,NormalPredictor,0.1,3,1.513548711164763,2.290829701068515,1.2131787427424523
real,Not-Applicable,SVD,0.1,3,0.9131164743624658,0.8337816957521396,0.7177676912839929
real,Not-Applicable,k-NN,0.1,3,0.9584142204681781,0.9185578179956255,0.7524715311412625
real,Not-Applicable,NMF,0.1,3,0.9455753250684584,0.8941126953783208,0.7403024224857202
real,Not-Applicable,Co-Clustering,0.1,3,0.9413806114236781,0.8861974555644181,0.7352439299940966
real,Not-Applicable,SlopeOne,0.1,3,0.9275466295710683,0.8603427500286485,0.7283043356797243
real,Louvain,NormalPredictor,0.1,3,1.490519337371413,2.221647895078116,1.194182113656573
real,Louvain,SVD,0.1,3,0.9356689872074476,0.8754764536218107,0.740501887752674
real,Louvain,k-NN,0.1,3,0.9790156698604615,0.9584716818323282,0.7672993682351803
real,Louvain,NMF,0.1,3,0.9797913284056563,0.9599910472189206,0.7664127054723534
real,Louvain,Co-Clustering,0.1,3,0.9730581912824683,0.9468422436219087,0.75791090725343
real,Louvain,SlopeOne,0.1,3,0.9444937540650562,0.8920684514679029,0.7379625579888317
real,Paris,NormalPredictor,0.1,3,1.4898901546112995,2.219772672807682,1.19335728797772
real,Paris,SVD,0.1,3,0.9477511860054652,0.8982323105747657,0.7493896264149431
real,Paris,k-NN,0.1,3,1.0208476886318913,1.042130003385075,0.7986085061536006
real,Paris,NMF,0.1,3,1.0177942171287222,1.0359050684206685,0.7936242183448261
real,Paris,Co-Clustering,0.1,3,1.0004851593113588,1.000970554002275,0.7797909225414175
real,Paris,SlopeOne,0.1,3,0.9784845793419266,0.9574320720099471,0.7645945120199116
real,Not-Applicable,NormalPredictor,0.1,4,1.5101747116158104,2.280627659603896,1.2141841330152303
real,Not-Applicable,SVD,0.1,4,0.937195367391466,0.8783351566600249,0.736533256157526
real,Not-Applicable,k-NN,0.1,4,0.9730301244853766,0.9467876231560276,0.7648047316899745
real,Not-Applicable,NMF,0.1,4,0.9592970779683598,0.9202508837986334,0.7536189305196557
real,Not-Applicable,Co-Clustering,0.1,4,0.9701132922662217,0.9411197998316077,0.755520613190895
real,Not-Applicable,SlopeOne,0.1,4,0.949331484547591,0.901230267553333,0.7441389744096645
real,Louvain,NormalPredictor,0.1,4,1.5131752385441202,2.289699302543055,1.213736899880573
real,Louvain,SVD,0.1,4,0.9497088931552885,0.9019469817382433,0.7463545887597058
real,Louvain,k-NN,0.1,4,0.9982704069875424,0.9965438054670737,0.7820264146733971
real,Louvain,NMF,0.1,4,0.9943149561120088,0.988662231948026,0.7733604241410483
real,Louvain,Co-Clustering,0.1,4,0.9967985774373013,0.9936074039810275,0.7727538296983965
real,Louvain,SlopeOne,0.1,4,0.9619797176594141,0.9254049771880862,0.7491989233515726
real,Paris,NormalPredictor,0.1,4,1.516231652472507,2.2989584239595096,1.2183322142154425
real,Paris,SVD,0.1,4,0.9526034352474003,0.907453304845148,0.7502903665521898
real,Paris,k-NN,0.1,4,0.9945932518333099,0.9892157365923578,0.7840706813080817
real,Paris,NMF,0.1,4,0.9795598375330207,0.9595374753077178,0.7676316622131262
real,Paris,Co-Clustering,0.1,4,0.9885765795770732,0.9772836536883055,0.7706693041173114
real,Paris,SlopeOne,0.1,4,0.9602299922547094,0.9220416380254792,0.7534491407086418
real,Not-Applicable,NormalPredictor,0.1,5,1.509730364478464,2.279285773428276,1.213074215131705
real,Not-Applicable,SVD,0.1,5,0.927167382354324,0.8596393549017692,0.7264262816264518
real,Not-Applicable,k-NN,0.1,5,0.9696886426061812,0.9402960635994181,0.7639114895870832
real,Not-Applicable,NMF,0.1,5,0.957337502391659,0.9164950934854998,0.7491333818822203
real,Not-Applicable,Co-Clustering,0.1,5,0.9688416794139841,0.9386541997697093,0.7592198715251895
real,Not-Applicable,SlopeOne,0.1,5,0.9370336932927223,0.8780321423657997,0.7346634908484131
real,Louvain,NormalPredictor,0.1,5,1.4837722643165583,2.2015801323550868,1.1891715515613708
real,Louvain,SVD,0.1,5,0.9454344345458123,0.89384627002496,0.7456311594555521
real,Louvain,k-NN,0.1,5,0.9906825503571687,0.9814519155821841,0.7791285389744513
real,Louvain,NMF,0.1,5,0.9850423218725004,0.9703083758799667,0.7708540862687386
real,Louvain,Co-Clustering,0.1,5,0.989187198719387,0.978491314110308,0.7693390868702544
real,Louvain,SlopeOne,0.1,5,0.9523956806402452,0.9070575325021959,0.7462478479766099
real,Paris,NormalPredictor,0.1,5,1.476701844197059,2.180648336654995,1.1794880487023827
real,Paris,SVD,0.1,5,1.0048601440143419,1.009743909028524,0.8017871888104601
real,Paris,k-NN,0.1,5,1.1316763857763519,1.2806914421238265,0.8844205936765311
real,Paris,NMF,0.1,5,1.1541457460553448,1.3320524031376484,0.9122558434924527
real,Paris,Co-Clustering,0.1,5,1.130606708239827,1.2782715287168973,0.8860328475611936
real,Paris,SlopeOne,0.1,5,1.0984620866965158,1.2066189559096638,0.8643366097898124
real,Not-Applicable,NormalPredictor,0.01,1,1.4700128063481679,2.160937650827616,1.1638554947122304
real,Not-Applicable,SVD,0.01,1,0.880715932956238,0.7756605545629766,0.6921055378306459
real,Not-Applicable,k-NN,0.01,1,0.9186671809554915,0.8439493893647098,0.719052376898443
real,Not-Applicable,NMF,0.01,1,0.9075428199553202,0.8236339700524548,0.7083645019733075
real,Not-Applicable,Co-Clustering,0.01,1,0.8965428514420617,0.8037890844718627,0.6949739937998645
real,Not-Applicable,SlopeOne,0.01,1,0.8906909532277641,0.7933303741617831,0.6959720455942778
real,Louvain,NormalPredictor,0.01,1,1.4366739654659095,2.0640320830475414,1.1404512660020383
real,Louvain,SVD,0.01,1,0.8908348901207795,0.7935868014565014,0.70973964133314
real,Louvain,k-NN,0.01,1,0.9371189636861998,0.8781919521002972,0.7346740565898565
real,Louvain,NMF,0.01,1,0.9184003991188523,0.8434592931016672,0.7234895413440348
real,Louvain,Co-Clustering,0.01,1,0.9297494218676806,0.8644339874632864,0.7170578503546282
real,Louvain,SlopeOne,0.01,1,0.9019172591952704,0.8134547424343086,0.7053554605610898
real,Paris,NormalPredictor,0.01,1,1.5125497097799079,2.2878066245552833,1.208777989279433
real,Paris,SVD,0.01,1,0.9122803821068844,0.8322554955770831,0.726996373219366
real,Paris,k-NN,0.01,1,0.9859413005941454,0.9720802482172751,0.7715972565847478
real,Paris,NMF,0.01,1,0.9619998197072807,0.9254436531168405,0.7476179139225964
real,Paris,Co-Clustering,0.01,1,0.9746327117221185,0.9499089227588102,0.7569034160678272
real,Paris,SlopeOne,0.01,1,0.9413906399249076,0.8862163369382269,0.7364797131859602
real,Not-Applicable,NormalPredictor,0.01,2,1.4986215793902746,2.245866638214201,1.1882393736186883
real,Not-Applicable,SVD,0.01,2,0.9173007652650415,0.8414406939558307,0.7174195790394318
real,Not-Applicable,k-NN,0.01,2,0.9579743333422951,0.9177148233426147,0.7489334678734845
real,Not-Applicable,NMF,0.01,2,0.9459544268386111,0.8948297776555653,0.7423891918905788
real,Not-Applicable,Co-Clustering,0.01,2,0.9450827554972825,0.8931814147383362,0.7360650883681115
real,Not-Applicable,SlopeOne,0.01,2,0.9316473633913689,0.8679668097140893,0.7299188844186646
real,Louvain,NormalPredictor,0.01,2,1.500456040789797,2.251368330342593,1.1868566140385242
real,Louvain,SVD,0.01,2,0.9440561141711262,0.8912419467038865,0.7488892596520029
real,Louvain,k-NN,0.01,2,0.9780137783409103,0.9565109506246633,0.7603973814601379
real,Louvain,NMF,0.01,2,0.989742224720456,0.9795896713945976,0.7846640187279259
real,Louvain,Co-Clustering,0.01,2,0.9819008022335887,0.964129185426965,0.7638799186347365
real,Louvain,SlopeOne,0.01,2,0.9533517758953811,0.908879608602877,0.7439314014734028
real,Paris,NormalPredictor,0.01,2,1.523222564326554,2.320206980473563,1.218188701152094
real,Paris,SVD,0.01,2,0.9539692109176385,0.910057255378822,0.7494898750220624
real,Paris,k-NN,0.01,2,0.9684618537915679,0.9379183622494002,0.7551210080076736
real,Paris,NMF,0.01,2,0.9707608436003025,0.9423766154675708,0.7586461007355146
real,Paris,Co-Clustering,0.01,2,0.9608815374997685,0.923293329107919,0.7479033629217502
real,Paris,SlopeOne,0.01,2,0.9350715785882353,0.8743588570834943,0.730165709368341
real,Not-Applicable,NormalPredictor,0.01,3,1.5330045814433364,2.350103046726259,1.239545861326158
real,Not-Applicable,SVD,0.01,3,0.8986291577652162,0.8075343631858218,0.7189284876794139
real,Not-Applicable,k-NN,0.01,3,0.9697436831246602,0.9404028109601813,0.7707683319207124
real,Not-Applicable,NMF,0.01,3,0.9344359186753376,0.8731704861106221,0.7417227928883242
real,Not-Applicable,Co-Clustering,0.01,3,0.9368266754171344,0.8776442197731208,0.7433757008556249
real,Not-Applicable,SlopeOne,0.01,3,0.9411805938519485,0.8858209102435065,0.7479536496010503
real,Louvain,NormalPredictor,0.01,3,1.4865146526021533,2.2097258124009005,1.1968265774415734
real,Louvain,SVD,0.01,3,0.9373629526626068,0.8786493050243604,0.7481561943774634
real,Louvain,k-NN,0.01,3,0.997862308231366,0.9957291861888297,0.7853067044685178
real,Louvain,NMF,0.01,3,0.9844241880551101,0.9690909820279627,0.770948367744252
real,Louvain,Co-Clustering,0.01,3,0.9900467709369235,0.980192608642629,0.7770694940846543
real,Louvain,SlopeOne,0.01,3,0.9471398191529566,0.8970738370250954,0.7481777651391194
real,Paris,NormalPredictor,0.01,3,1.5373830396855823,2.3635466107128806,1.2287366753680955
real,Paris,SVD,0.01,3,0.9906371796097458,0.9813620216251518,0.794096087932721
real,Paris,k-NN,0.01,3,1.075411597639088,1.1565101043366557,0.8522770776037987
real,Paris,NMF,0.01,3,1.0563761290194607,1.1159305259621402,0.8346840349730671
real,Paris,Co-Clustering,0.01,3,1.057764565239305,1.1188658754758962,0.8307408984055278
real,Paris,SlopeOne,0.01,3,1.0329604348522663,1.0670072599701832,0.8164830871545489
real,Not-Applicable,NormalPredictor,0.01,4,1.5159930568194626,2.298234948324818,1.2213389630734273
real,Not-Applicable,SVD,0.01,4,0.9100216582262886,0.8281394184409239,0.7257811028082349
real,Not-Applicable,k-NN,0.01,4,0.9617647857048739,0.924991503021942,0.7637638664380054
real,Not-Applicable,NMF,0.01,4,0.9434933919314397,0.8901797806182933,0.7478803000993474
real,Not-Applicable,Co-Clustering,0.01,4,0.9263946355685562,0.858207020810198,0.7388295028503714
real,Not-Applicable,SlopeOne,0.01,4,0.9232739448896659,0.8524347773121258,0.7361224446053143
real,Louvain,NormalPredictor,0.01,4,1.4967275307098646,2.2401933011848487,1.1991564916605215
real,Louvain,SVD,0.01,4,0.9293030143215755,0.8636040924271664,0.7462878562301559
real,Louvain,k-NN,0.01,4,0.9668885487943051,0.9348734657895572,0.7672383702357023
real,Louvain,NMF,0.01,4,0.9405733184144265,0.8846781673131262,0.7490023931086845
real,Louvain,Co-Clustering,0.01,4,0.9492570819299533,0.90108900759417,0.7543789260639963
real,Louvain,SlopeOne,0.01,4,0.9320071661661603,0.8686373577850768,0.7425715971263136
real,Paris,NormalPredictor,0.01,4,1.5304321093007947,2.3422224411788792,1.2515269927083208
real,Paris,SVD,0.01,4,0.9259104828554544,0.8573102222616207,0.7407227873273899
real,Paris,k-NN,0.01,4,0.9750544080471087,0.9507310986520977,0.7703381187915569
real,Paris,NMF,0.01,4,0.9647204557269168,0.9306855576979499,0.7655567625198919
real,Paris,Co-Clustering,0.01,4,0.9406410017678102,0.8848054942067495,0.7473210991511781
real,Paris,SlopeOne,0.01,4,0.9259145337724043,0.8573177238509688,0.7358142736559412
real,Not-Applicable,NormalPredictor,0.01,5,1.5113542631639287,2.2841917087837817,1.2171514427131676
real,Not-Applicable,SVD,0.01,5,0.9189979412929083,0.8445572161006039,0.7147383798894049
real,Not-Applicable,k-NN,0.01,5,0.9622156725865342,0.9258590005711563,0.7554258883535829
real,Not-Applicable,NMF,0.01,5,0.9470250870363369,0.8968565154761815,0.7400498045416263
real,Not-Applicable,Co-Clustering,0.01,5,0.9616565699262544,0.924783358482329,0.7471512460796768
real,Not-Applicable,SlopeOne,0.01,5,0.9373222841726967,0.8785730644067217,0.733845087077651
real,Louvain,NormalPredictor,0.01,5,1.5044514799118742,2.263374255409029,1.2325058413506913
real,Louvain,SVD,0.01,5,0.9327595069354438,0.8700402977784524,0.7370894268593402
real,Louvain,k-NN,0.01,5,0.972620020398477,0.9459897040799338,0.767805940306374
real,Louvain,NMF,0.01,5,0.978043922919971,0.9565699151606862,0.7583692236995412
real,Louvain,Co-Clustering,0.01,5,0.9873028136593055,0.9747668458595814,0.7657145650976633
real,Louvain,SlopeOne,0.01,5,0.958861160298316,0.9194147247286328,0.7444252603273306
real,Paris,NormalPredictor,0.01,5,1.4868369621308695,2.2106841519585525,1.178112843492047
real,Paris,SVD,0.01,5,0.922227132840065,0.8505028845464069,0.7163411600153081
real,Paris,k-NN,0.01,5,0.982431059412637,0.9651707864986362,0.7629423275646676
real,Paris,NMF,0.01,5,0.9569592124352011,0.9157709342646004,0.7443461517051431
real,Paris,Co-Clustering,0.01,5,0.9771244349307953,0.954772161338826,0.7481507286514929
real,Paris,SlopeOne,0.01,5,0.9439428137703364,0.8910280356686601,0.7339649326722146
